,title,author,cover_image,publisher,cover_price,page_count,book_type,book_format,publication_date
779,City of Eternal Night,Kristen Painter,http://ecx.images-amazon.com/images/I/513Gf1-4HFL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-12-02
780,The Inheritance Trilogy,N. K. Jemisin,http://ecx.images-amazon.com/images/I/61TWtRLZELL.jpg,Orbit (US),$20.00,1442,OMNIBUS,tp,2014-12-09
781,The Inheritance Trilogy,N. K. Jemisin,http://ecx.images-amazon.com/images/I/61xvwaxWZJL.jpg,Orbit (US),$9.99,,OMNIBUS,ebook,2014-12-09
782,The Awakened Kingdom,N. K. Jemisin,https://images-na.ssl-images-amazon.com/images/I/61o4gnX0U7L.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2014-12-09
783,The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,http://ecx.images-amazon.com/images/I/51hPpgs9jWL.jpg,Orbit (US),$0.99,,COLLECTION,ebook,2014-12-16
784,Fire Water,Jaye Wells,http://ecx.images-amazon.com/images/I/51cdKSU9sBL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2015-01-06
785,Return to Honor,Brian McClellan,http://ecx.images-amazon.com/images/I/51j7QPWm46L.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2015-01-06
786,The Dagger's Path,Glenda Larke,http://ecx.images-amazon.com/images/I/51l1FqXJjcL.jpg,Orbit (US),$16.00,416,NOVEL,tp,2015-01-13
787,The Dagger's Path,Glenda Larke,http://ecx.images-amazon.com/images/I/51qvVvWUaBL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-01-13
788,The Crimson Campaign,Brian McClellan,http://ecx.images-amazon.com/images/I/51csJ-kHrTL.jpg,Orbit (US),$17.00,593,NOVEL,tp,2015-01-20
789,The City Stained Red,Sam Sykes,http://ecx.images-amazon.com/images/I/61Zm7jBqTML.jpg,Orbit (US),$16.00,598,NOVEL,tp,2015-01-27
790,The Autumn Republic,Brian McClellan,http://ecx.images-amazon.com/images/I/51ljiMeNKnL.jpg,Orbit (US),$26.00,577,NOVEL,hc,2015-02-10
791,Deadly Spells,Jaye Wells,http://ecx.images-amazon.com/images/I/51ioqSOE9lL.jpg,Orbit (US),$15.00,350,NOVEL,tp,2015-02-10
792,The Autumn Republic,Brian McClellan,http://ecx.images-amazon.com/images/I/51nEQtlgKoL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2015-02-10
793,Deadly Spells,Jaye Wells,http://ecx.images-amazon.com/images/I/51XXly4CN6L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-02-10
794,City Living,Will McIntosh,http://ecx.images-amazon.com/images/I/516GDT9-8uL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2015-02-17
795,The Remaining: Allegiance,D. J. Molles,http://ecx.images-amazon.com/images/I/51sUW2KS69L.jpg,Orbit (US),$10.00,550,NOVEL,tp,2015-02-24
796,The Remaining: Allegiance,D. J. Molles,http://ecx.images-amazon.com/images/I/51BgrV-2iyL.jpg,Orbit (US),$8.99,,NOVEL,ebook,2015-02-24
797,The Mechanical,Ian Tregillis,http://ecx.images-amazon.com/images/I/51pmVMP67oL.jpg,Orbit (US),$17.00,440,NOVEL,tp,2015-03-10
798,The Mechanical,Ian Tregillis,http://ecx.images-amazon.com/images/I/51Wcq4-uwpL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-03-10
799,Prudence,Gail Carriger,http://www.isfdb.org/wiki/images/0/01/PRDNCTHCST2015.jpg,Orbit (US),$20.00,357,NOVEL,hc,2015-03-17
800,Prudence,Gail Carriger,http://ecx.images-amazon.com/images/I/51IB0EyQnKL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-03-17
801,Truth and Fear,Peter Higgins,http://ecx.images-amazon.com/images/I/51r2c-SJtUL.jpg,Orbit (US),$16.00,361,NOVEL,tp,2015-03-24
802,Artefact,Jamie Sawyer,http://ecx.images-amazon.com/images/I/51m3xhPusnL.jpg,Orbit (US),$2.99,,NOVEL,ebook,2015-03-24
803,Garden of Dreams & Desires,Kristen Painter,http://ecx.images-amazon.com/images/I/61T5qjfgfAL.jpg,Orbit (US),$16.00,326,NOVEL,tp,2015-04-07
804,Jinn and Juice,Nicole Peeler,http://ecx.images-amazon.com/images/I/51yMawNl4UL.jpg,Orbit (US),$10.00,338,NOVEL,tp,2015-04-07
805,Garden of Dreams & Desires,Kristen Painter,http://ecx.images-amazon.com/images/I/61T5qjfgfAL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-04-07
806,A Crown for Cold Silver,Alex Marshall,http://ecx.images-amazon.com/images/I/61VtnYmU5JL.jpg,Orbit (US),$26.00,646,NOVEL,hc,2015-04-14
807,Clash of Iron,Angus Watson,http://ecx.images-amazon.com/images/I/51iL-FcrmwL.jpg,Orbit (US),$16.00,533,NOVEL,tp,2015-04-14
808,Clash of Iron,Angus Watson,http://ecx.images-amazon.com/images/I/51xSuzTyOTL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-04-14
809,A Crown for Cold Silver,Alex Marshall,http://ecx.images-amazon.com/images/I/51VdYDA7xKL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2015-04-14
810,War of Shadows,Gail Z. Martin,http://ecx.images-amazon.com/images/I/51y8F9QRlFL.jpg,Orbit (US),$16.00,606,NOVEL,tp,2015-04-21
811,War of Shadows,Gail Z. Martin,http://ecx.images-amazon.com/images/I/5156gmRjrNL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-04-21
812,The Two of Swords: Part One,K. J. Parker,http://ecx.images-amazon.com/images/I/51km8nXqOWL.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-04-21
813,The Two of Swords: Part Two,K. J. Parker,http://ecx.images-amazon.com/images/I/51TBknJnjsL.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-04-21
814,The Two of Swords: Part Three,K. J. Parker,http://ecx.images-amazon.com/images/I/61vtNkQLcKL.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-04-21
815,The Girl with All the Gifts,M. R. Carey,http://www.isfdb.org/wiki/images/1/1e/THGRLWTHLL2015.jpg,Orbit (US),$15.00,435,NOVEL,tp,2015-04-28
816,Bulls Rush In,Elliott James,http://ecx.images-amazon.com/images/I/61qaAj2U9nL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2015-04-28
817,Cibola Burn,James S. A. Corey,http://ecx.images-amazon.com/images/I/5195onnrIlL.jpg,Orbit (US),$17.00,581,NOVEL,tp,2015-05-05
818,Thief's Magic,Trudi Canavan,http://ecx.images-amazon.com/images/I/51VXOfTBOoL.jpg,Orbit (US),$16.00,553,NOVEL,tp,2015-05-05
819,A Dance of Chaos,David Dalglish,http://ecx.images-amazon.com/images/I/514lkrNPOoL.jpg,Orbit (US),$16.00,427,NOVEL,tp,2015-05-12
820,A Dance of Chaos,David Dalglish,http://ecx.images-amazon.com/images/I/51XXllgVsQL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-05-12
821,The Two of Swords: Part Four,K. J. Parker,http://ecx.images-amazon.com/images/I/51GjZgINdZL.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-05-12
822,Radiant State,Peter Higgins,http://ecx.images-amazon.com/images/I/51uPZjS90BL.jpg,Orbit (US),$26.00,282,NOVEL,hc,2015-05-19
823,Radiant State,Peter Higgins,http://ecx.images-amazon.com/images/I/51CEQumQsCL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2015-05-19
824,Sword of Destiny,Andrzej Sapkowski,http://ecx.images-amazon.com/images/I/51FOUdhhGJL.jpg,Orbit (US),$9.99,,COLLECTION,ebook,2015-05-19
825,Talking Dirty,Elliott James,http://ecx.images-amazon.com/images/I/61JBndCwKxL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2015-05-19
826,Nemesis Games,James S. A. Corey,http://www.isfdb.org/wiki/images/f/f8/NMSSGMSTHX2015.jpg,Orbit (US),$27.00,532,NOVEL,hc,2015-06-02
827,Nemesis Games,James S. A. Corey,http://ecx.images-amazon.com/images/I/51rVSCVbyIL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2015-06-02
828,The Falcon Throne,Karen Miller,http://ecx.images-amazon.com/images/I/51zZxuO7%2BnL.jpg,Orbit (US),$16.00,674,NOVEL,tp,2015-06-09
829,Pure Blooded,Amanda Carlson,http://ecx.images-amazon.com/images/I/51tntbgZixL.jpg,Orbit (US),$16.00,284,NOVEL,tp,2015-06-16
830,Pure Blooded,Amanda Carlson,http://ecx.images-amazon.com/images/I/51YJtALZOPL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-06-16
831,The Two of Swords: Part Five,K. J. Parker,http://ecx.images-amazon.com/images/I/51ysUh66V4L.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-06-16
832,Trailer Park Fae,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/51Na5h47zoL.jpg,Orbit (US),$15.00,312,NOVEL,tp,2015-06-23
833,Trailer Park Fae,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/51Na5h47zoL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-06-23
834,Aurora,Kim Stanley Robinson,http://www.isfdb.org/wiki/images/0/02/RRVGQPXRKL2015.jpg,Orbit (US),$26.00,466,NOVEL,hc,2015-07-00
835,Aurora,Kim Stanley Robinson,http://ecx.images-amazon.com/images/I/512F6VzC5DL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2015-07-00
836,Aurora,Kim Stanley Robinson,http://www.isfdb.org/wiki/images/d/d7/RRFWQBZHZR2015.jpg,Orbit (US),$26.00,466,NOVEL,hc,2015-07-00
837,The Two of Swords: Part Six,K. J. Parker,http://ecx.images-amazon.com/images/I/61E3ycog71L.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-07-14
838,Please Do Not Taunt the Octopus,Mira Grant,http://ecx.images-amazon.com/images/I/61xNLUq5u%2BL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2015-07-14
839,War Dogs,Greg Bear,http://ecx.images-amazon.com/images/I/51dpnpkLxUL.jpg,Orbit (US),$16.00,291,NOVEL,tp,2015-07-21
840,"The Good, The Bad and The Smug",Tom Holt,http://ecx.images-amazon.com/images/I/51FjdvJWIoL.jpg,Orbit (US),$15.00,344,NOVEL,tp,2015-07-28
841,"The Good, The Bad and The Smug",Tom Holt,http://ecx.images-amazon.com/images/I/517F6DTv9fL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-07-28
842,The Remaining: Extinction,D. J. Molles,http://ecx.images-amazon.com/images/I/51iLK29MT0L.jpg,Orbit (US),$10.00,455,NOVEL,tp,2015-07-28
843,Shades in Shadow: An Inheritance Triptych,N. K. Jemisin,https://images-na.ssl-images-amazon.com/images/I/51W4e9uNeCL.jpg,Orbit (US),$2.99,,COLLECTION,ebook,2015-07-28
844,The Remaining: Extinction,D. J. Molles,http://ecx.images-amazon.com/images/I/51iLK29MT0L.jpg,Orbit (US),$8.99,,NOVEL,ebook,2015-07-28
845,The Fifth Season,N. K. Jemisin,http://ecx.images-amazon.com/images/I/61rH8sThrbL.jpg,Orbit (US),$15.99,465,NOVEL,tp,2015-08-04
846,The Fifth Season,N. K. Jemisin,http://ecx.images-amazon.com/images/I/612FnTYaDAL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-08-04
847,Blood Call,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/51AgV-KtEvL.jpg,Orbit (US),$21.99,336,NOVEL,tp,2015-08-04
848,Blood Call,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/51AgV-KtEvL.jpg,Orbit (US),$2.99,,NOVEL,ebook,2015-08-04
849,Fearless,Elliott James,http://ecx.images-amazon.com/images/I/51T6D872yrL.jpg,Orbit (US),$15.99,416,NOVEL,tp,2015-08-11
850,Fearless,Elliott James,http://ecx.images-amazon.com/images/I/51%2BL-YztaWL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-08-11
851,The Broken Eye,Brent Weeks,http://ecx.images-amazon.com/images/I/51G0U1XGKbL.jpg,Orbit (US),$16.99,813,NOVEL,tp,2015-08-18
852,The Paradox,Charlie Fletcher,http://ecx.images-amazon.com/images/I/5112EzuUd5L.jpg,Orbit (US),$15.99,386,NOVEL,tp,2015-08-18
853,The Paradox,Charlie Fletcher,http://ecx.images-amazon.com/images/I/51HEIKIsWjL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-08-18
854,The Two of Swords: Part Seven,K. J. Parker,http://ecx.images-amazon.com/images/I/51zmYIO8LfL.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-08-18
855,Legion,Jamie Sawyer,http://ecx.images-amazon.com/images/I/51BGVZ5WXEL.jpg,Orbit (US),$3.99,,NOVEL,ebook,2015-09-01
856,Before They Are Hanged,Joe Abercrombie,http://ecx.images-amazon.com/images/I/615XgHwlMtL.jpg,Orbit (US),$16.99,514,NOVEL,tp,2015-09-08
857,Last Argument of Kings,Joe Abercrombie,http://ecx.images-amazon.com/images/I/61MkiXXLS7L.jpg,Orbit (US),$16.99,603,NOVEL,tp,2015-09-08
858,Before They Are Hanged,Joe Abercrombie,http://ecx.images-amazon.com/images/I/51ZHVdFmerL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-09-08
859,The Blade Itself,Joe Abercrombie,http://ecx.images-amazon.com/images/I/51eV%2BL3b5tL.jpg,Orbit (US),$6.99,,NOVEL,ebook,2015-09-08
860,Last Argument of Kings,Joe Abercrombie,http://ecx.images-amazon.com/images/I/61fZ2jSwGUL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-09-08
861,A Crown for Cold Silver,Alex Marshall,http://ecx.images-amazon.com/images/I/61VtnYmU5JL.jpg,Orbit (US),$15.99,646,NOVEL,tp,2015-09-15
862,The Two of Swords: Part Eight,K. J. Parker,http://ecx.images-amazon.com/images/I/51KMuv1L77L.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-09-15
863,Battlemage,Stephen Aryan,http://ecx.images-amazon.com/images/I/511%2Bd0k-G0L.jpg,Orbit (US),$15.99,469,NOVEL,tp,2015-09-22
864,Battlemage,Stephen Aryan,http://ecx.images-amazon.com/images/I/51URWquRwwL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-09-22
865,Reign of Iron,Angus Watson,http://ecx.images-amazon.com/images/I/51R-o1ot35L.jpg,Orbit (US),$15.99,512,NOVEL,tp,2015-09-29
866,Reign of Iron,Angus Watson,http://ecx.images-amazon.com/images/I/510R8qFtKlL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-09-29
867,Killing Titan,Greg Bear,http://www.isfdb.org/wiki/images/1/14/KLLNGTTNWB2015.jpg,Orbit (US),$26.00,326,NOVEL,hc,2015-10-00
868,Killing Titan,Greg Bear,http://ecx.images-amazon.com/images/I/51gxhwOcQmL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2015-10-00
869,Ancillary Mercy,Ann Leckie,http://ecx.images-amazon.com/images/I/517FZqyUbGL.jpg,Orbit (US),$15.99,328,NOVEL,tp,2015-10-06
870,Swords and Scoundrels,Julia Knight,http://ecx.images-amazon.com/images/I/51xZT2m-sdL.jpg,Orbit (US),$14.99,355,NOVEL,tp,2015-10-06
871,Swords and Scoundrels,Julia Knight,http://ecx.images-amazon.com/images/I/51EIi5KAdLL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-10-06
872,Ancillary Mercy,Ann Leckie,http://ecx.images-amazon.com/images/I/51ab7Ru0zKL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-10-06
873,Ruin,John Gwynne,http://ecx.images-amazon.com/images/I/51m0ghI2YIL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-10-13
874,Ruin,John Gwynne,http://ecx.images-amazon.com/images/I/51uSblZtpSL.jpg,Orbit (US),$16.99,746,NOVEL,tp,2015-10-13
875,Symbiont,Mira Grant,http://ecx.images-amazon.com/images/I/516oHY%2BwBsL.jpg,Orbit (US),$15.99,516,NOVEL,tp,2015-10-13
876,The Two of Swords: Part Nine,K. J. Parker,http://ecx.images-amazon.com/images/I/61gEoa8D-CL.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-10-13
877,The Vital Abyss,James S. A. Corey,https://images-na.ssl-images-amazon.com/images/I/51d7lNYhxKL.jpg,Orbit (US),,,CHAPBOOK,ebook,2015-10-15
878,The Vital Abyss,James S. A. Corey,http://ecx.images-amazon.com/images/I/51d7lNYhxKL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2015-10-15
879,The Dread Wyrm,Miles Cameron,http://ecx.images-amazon.com/images/I/61-jVhPgDSL.jpg,Orbit (US),$16.99,554,NOVEL,tp,2015-10-20
880,The Dread Wyrm,Miles Cameron,http://ecx.images-amazon.com/images/I/61FKGJO2kpL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-10-20
881,Wake of Vultures,Lila Bowen,http://ecx.images-amazon.com/images/I/61%2BvXIF3xIL.jpg,Orbit (US),$25.00,339,NOVEL,hc,2015-10-27
882,Wake of Vultures,Lila Bowen,http://ecx.images-amazon.com/images/I/51ocI5VPbUL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2015-10-27
883,The Expanse Boxed Set,James S. A. Corey,,Orbit (US),$39.99,1792,OMNIBUS,tp,2015-11-03
884,Black Wolves,Kate Elliott,http://ecx.images-amazon.com/images/I/61mOilNUXmL.jpg,Orbit (US),$15.99,780,NOVEL,tp,2015-11-03
885,Black Wolves,Kate Elliott,http://ecx.images-amazon.com/images/I/61RSVxqal-L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-11-03
886,Leviathan Wakes,James S. A. Corey,http://ecx.images-amazon.com/images/I/51UCt6xwLHL.jpg,Orbit (US),$16.99,561,NOVEL,tp,2015-11-03
887,Redemption,Jamie Sawyer,http://ecx.images-amazon.com/images/I/51ek%2BdycXhL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2015-11-03
888,Legends and Liars,Julia Knight,http://ecx.images-amazon.com/images/I/51NR3eIIqkL.jpg,Orbit (US),$15.99,400,NOVEL,pb,2015-11-10
889,Legends and Liars,Julia Knight,http://ecx.images-amazon.com/images/I/51%2Bn7u3XM2L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-11-10
890,The Two of Swords: Part Ten,K. J. Parker,http://ecx.images-amazon.com/images/I/51n2thMPk8L.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-11-10
891,Angel of Storms,Trudi Canavan,http://ecx.images-amazon.com/images/I/61T%2BCdmjxoL.jpg,Orbit (US),$27.00,568,NOVEL,hc,2015-11-17
892,Skyborn,David Dalglish,http://ecx.images-amazon.com/images/I/514OEXBNa6L.jpg,Orbit (US),$16.99,429,NOVEL,tp,2015-11-17
893,Angel of Storms,Trudi Canavan,http://ecx.images-amazon.com/images/I/61yHksh-HJL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2015-11-17
894,Chimera,Mira Grant,http://ecx.images-amazon.com/images/I/61fjh3X4G6L.jpg,Orbit (US),$27.00,486,NOVEL,hc,2015-11-24
895,Chimera,Mira Grant,http://ecx.images-amazon.com/images/I/51ZevaON2pL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2015-11-24
896,The Rising,Ian Tregillis,http://ecx.images-amazon.com/images/I/51RRWWIEqCL.jpg,Orbit (US),$16.99,443,NOVEL,tp,2015-12-01
897,Sword of Destiny,Andrzej Sapkowski,http://ecx.images-amazon.com/images/I/51lhhkKszIL.jpg,Orbit (US),$15.99,374,COLLECTION,tp,2015-12-01
898,The Rising,Ian Tregillis,http://ecx.images-amazon.com/images/I/51mW5XOeyYL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-12-01
899,Warlords and Wastrels,Julia Knight,http://ecx.images-amazon.com/images/I/61SklIdQFmL.jpg,Orbit (US),$15.99,370,NOVEL,tp,2015-12-15
900,No Reprieve,Gail Z. Martin,,Orbit (US),$1.99,,CHAPBOOK,ebook,2015-12-15
901,Warlords and Wastrels,Julia Knight,http://ecx.images-amazon.com/images/I/51b%2B7KS1DeL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2015-12-15
902,An Affinity for Steel,Sam Sykes,,Orbit (US),$12.99,,OMNIBUS,ebook,2015-12-15
903,The Two of Swords: Part Eleven,K. J. Parker,http://ecx.images-amazon.com/images/I/51AHQfU6PpL.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2015-12-15
904,The Immortals,Jordanna Max Brodsky,http://ecx.images-amazon.com/images/I/51oTB%2B8lLAL.jpg,Orbit (US),$25.00,449,NOVEL,hc,2016-02-16
905,The Autumn Republic,Brian McClellan,http://ecx.images-amazon.com/images/I/51ljiMeNKnL.jpg,Orbit (US),$15.99,577,NOVEL,tp,2016-01-05
906,Ancestral Machines,Michael Cobley,http://ecx.images-amazon.com/images/I/51-ikyRPqtL.jpg,Orbit (US),$15.99,xv+472,NOVEL,tp,2016-01-12
907,The Two of Swords: Part Twelve,K. J. Parker,http://ecx.images-amazon.com/images/I/51X8jm55tAL.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2016-01-12
908,Roadside Magic,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/51sjFAoE4XL.jpg,Orbit (US),$14.99,318,NOVEL,tp,2016-01-26
909,Prudence,Gail Carriger,http://ecx.images-amazon.com/images/I/61hiZOTNHNL.jpg,Orbit (US),$14.99,357,NOVEL,tp,2016-02-02
910,Radiant State,Peter Higgins,http://ecx.images-amazon.com/images/I/51uPZjS90BL.jpg,Orbit (US),$15.99,282,NOVEL,tp,2016-02-16
911,The Immortals,Jordanna Max Brodsky,http://ecx.images-amazon.com/images/I/51oTB%2B8lLAL.jpg,Orbit (US),$25.00,449,NOVEL,hc,2016-02-16
912,The Immortals,Jordanna Max Brodsky,http://ecx.images-amazon.com/images/I/51deIX-POfL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2016-02-16
913,The Two of Swords: Part Thirteen,K. J. Parker,http://ecx.images-amazon.com/images/I/51EU2UT-ZpL.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2016-02-16
914,Artefact,Jamie Sawyer,http://ecx.images-amazon.com/images/I/518Fkh05X4L.jpg,Orbit (US),$9.99,502,NOVEL,tp,2016-02-23
915,The Last Days of Jack Sparks,Jason Arnopp,http://ecx.images-amazon.com/images/I/51qYaTcNC3L.jpg,Orbit (US),$4.99,,NOVEL,ebook,2016-03-01
916,A Tale of the Free: Corsair,Brian Ruckley,http://ecx.images-amazon.com/images/I/61XI6B0aUfL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2016-03-01
917,The Spider's War,Daniel Abraham,http://www.isfdb.org/wiki/images/5/5b/THSPDRSWRT2016.jpg,Orbit (US),$16.99,[8]+516,NOVEL,tp,2016-03-08
918,The Spider's War,Daniel Abraham,http://ecx.images-amazon.com/images/I/51cynzy8V3L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-03-08
919,Snakewood,Adrian Selby,http://ecx.images-amazon.com/images/I/51I-zWr9bBL.jpg,Orbit (US),$26.00,410,NOVEL,hc,2016-03-15
920,Snakewood,Adrian Selby,http://ecx.images-amazon.com/images/I/51SmcheL6OL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2016-03-15
921,The Two of Swords: Part Fourteen,K. J. Parker,http://ecx.images-amazon.com/images/I/51ydXE-703L.jpg,Orbit (US),$0.99,,CHAPBOOK,ebook,2016-03-15
922,Shadow and Flame,Gail Z. Martin,http://ecx.images-amazon.com/images/I/61YSKIFEwZL.jpg,Orbit (US),$15.99,627,NOVEL,tp,2016-03-22
923,Shadow and Flame,Gail Z. Martin,http://ecx.images-amazon.com/images/I/61z7TMMMyPL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-03-22
924,The Mortal Tally,Sam Sykes,http://ecx.images-amazon.com/images/I/61b8CzweOjL.jpg,Orbit (US),$15.99,645,NOVEL,tp,2016-03-29
925,The Mortal Tally,Sam Sykes,http://ecx.images-amazon.com/images/I/51IxfaQxpHL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-03-29
926,Fellside,M. R. Carey,http://ecx.images-amazon.com/images/I/41iqVdQGwnL.jpg,Orbit (US),$27.00,486,NOVEL,hc,2016-04-05
927,Fellside,M. R. Carey,http://ecx.images-amazon.com/images/I/41rjuoJyReL.jpg,Orbit (US),$13.99,,NOVEL,ebook,2016-04-05
928,Bloodmage,Stephen Aryan,http://ecx.images-amazon.com/images/I/51f2Bg%2B66WL.jpg,Orbit (US),$16.99,481,NOVEL,tp,2016-04-12
929,Bloodmage,Stephen Aryan,https://images-na.ssl-images-amazon.com/images/I/51PAdbavH6L.jpg,Orbit (US),$11.99,,NOVEL,ebook,2016-04-12
930,The Fall of the Dagger,Glenda Larke,http://ecx.images-amazon.com/images/I/51PlXDvRa8L.jpg,Orbit (US),$15.99,414,NOVEL,tp,2016-04-19
931,The Fall of the Dagger,Glenda Larke,https://images-na.ssl-images-amazon.com/images/I/51IsA4MnaQL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-04-19
932,Aurora,Kim Stanley Robinson,http://www.isfdb.org/wiki/images/7/7e/RRWGTZVVVV2016.jpg,Orbit (US),$9.99,518,NOVEL,pb,2016-04-26
933,In Shining Armor,Elliott James,http://ecx.images-amazon.com/images/I/51YdUFGTMsL.jpg,Orbit (US),$15.99,424,NOVEL,tp,2016-04-26
934,Sharp Ends,Joe Abercrombie,http://www.isfdb.org/wiki/images/3/30/SHRPNDSFSB2016.jpg,Orbit (US),$25.00,[10]+287,COLLECTION,hc,2016-04-26
935,In Shining Armor,Elliott James,http://ecx.images-amazon.com/images/I/51YdUFGTMsL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-04-26
936,Sharp Ends,Joe Abercrombie,https://images-na.ssl-images-amazon.com/images/I/51igXwXtH5L.jpg,Orbit (US),$9.99,,COLLECTION,ebook,2016-04-26
937,Nemesis Games,James S. A. Corey,http://ecx.images-amazon.com/images/I/61GCDcKmzEL.jpg,Orbit (US),$16.99,563,NOVEL,tp,2016-05-10
938,Dissidence,Ken MacLeod,http://ecx.images-amazon.com/images/I/51xo4HXsK6L.jpg,Orbit (US),$4.99,,NOVEL,ebook,2016-05-10
939,The Tower of Swallows,Andrzej Sapkowski,http://ecx.images-amazon.com/images/I/51jsE-W59QL.jpg,Orbit (US),$15.99,436,NOVEL,tp,2016-05-17
940,The Summon Stone,Ian Irvine,http://ecx.images-amazon.com/images/I/51jHoKdxM%2BL.jpg,Orbit (US),$16.99,576,NOVEL,tp,2016-05-17
941,The Summon Stone,Ian Irvine,http://ecx.images-amazon.com/images/I/51ep%2BM-pnbL.jpg,Orbit (US),$11.99,,NOVEL,ebook,2016-05-17
942,The Tower of Swallows,Andrzej Sapkowski,http://ecx.images-amazon.com/images/I/51fpYO7vGWL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-05-17
943,A Blade of Black Steel,Alex Marshall,http://ecx.images-amazon.com/images/I/61m85p0DRWL.jpg,Orbit (US),$26.00,536,NOVEL,hc,2016-05-24
944,A Blade of Black Steel,Alex Marshall,http://ecx.images-amazon.com/images/I/61tnzo%2B-vML.jpg,Orbit (US),$9.99,,NOVEL,ebook,2016-05-24
945,Legion,Jamie Sawyer,http://ecx.images-amazon.com/images/I/51EQ3%2BiM-3L.jpg,Orbit (US),$9.99,463,NOVEL,tp,2016-05-31
946,An Affinity for Steel,Sam Sykes,http://ecx.images-amazon.com/images/I/61NsBLDyWQL.jpg,Orbit (US),$19.99,1451,OMNIBUS,tp,2016-06-07
