,title,author,cover_image,publisher,cover_price,page_count,book_type,book_format,publication_date
609,Shadow,K. J. Parker,http://ecx.images-amazon.com/images/I/511ryuMUD5L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-05-07
610,The Tyrant's Law,Daniel Abraham,http://www.isfdb.org/wiki/images/6/60/THTRNTSLWV2013.jpg,Orbit (US),$17.00,[10]+513,NOVEL,tp,2013-05-14
611,The Tyrant's Law,Daniel Abraham,http://ecx.images-amazon.com/images/I/516uOTq4dFL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-05-14
612,The Red Plague Affair,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/51J8KTt4YAL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-05-21
613,The Shambling Guide to New York City,Mur Lafferty,http://ecx.images-amazon.com/images/I/51UA4nhhEXL.jpg,Orbit (US),$15.00,339,NOVEL,tp,2013-05-28
614,Tempest Reborn,Nicole Peeler,http://ecx.images-amazon.com/images/I/51FiXO-U6FL.jpg,Orbit (US),$8.00,xii+351,NOVEL,pb,2013-05-28
615,The Shambling Guide to New York City,Mur Lafferty,http://ecx.images-amazon.com/images/I/51Gfj6iYzsL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-05-28
616,Tempest Reborn,Nicole Peeler,http://ecx.images-amazon.com/images/I/51cPh0nsr8L.jpg,Orbit (US),$7.99,,NOVEL,ebook,2013-05-28
617,Abaddon's Gate,James S. A. Corey,http://www.isfdb.org/wiki/images/b/b5/BDDNSGTTHX2013.jpg,Orbit (US),$17.00,566,NOVEL,tp,2013-06-00
618,Abaddon's Gate,James S. A. Corey,http://ecx.images-amazon.com/images/I/51faT-65UgL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-06-04
619,Love Minus Eighty,Will McIntosh,http://ecx.images-amazon.com/images/I/41YNUITJp9L.jpg,Orbit (US),$16.00,402,NOVEL,tp,2013-06-11
620,Love Minus Eighty,Will McIntosh,http://ecx.images-amazon.com/images/I/41rcBLO4UrL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-06-11
621,Before the Fall,Francis Knight,http://ecx.images-amazon.com/images/I/51UDzqBfXLL.jpg,Orbit (US),$15.00,363,NOVEL,tp,2013-06-18
622,Before the Fall,Francis Knight,http://ecx.images-amazon.com/images/I/51BkOYPKqML.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-06-18
623,2312,Kim Stanley Robinson,http://www.isfdb.org/wiki/images/3/3b/GRBMBGVVQV2013.jpg,Orbit (US),$10.00,xii+657,NOVEL,tp,2013-06-25
624,Cold Steel,Kate Elliott,http://ecx.images-amazon.com/images/I/51cDFHPdtxL.jpg,Orbit (US),$18.00,597,NOVEL,tp,2013-06-25
625,Cold Steel,Kate Elliott,http://ecx.images-amazon.com/images/I/51Eab9dKlZL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-06-25
626,The Black Prism,Brent Weeks,http://ecx.images-amazon.com/images/I/515zOsxnpQL.jpg,Orbit (US),$16.00,678,NOVEL,tp,2013-07-00
627,The Glass God,Kate Griffin,http://ecx.images-amazon.com/images/I/51kdE0g2THL.jpg,Orbit (US),$15.00,447,NOVEL,tp,2013-07-09
628,The Glass God,Kate Griffin,http://ecx.images-amazon.com/images/I/511yOLNN96L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-07-09
629,"How Green This Land, How Blue This Sea",Mira Grant,http://ecx.images-amazon.com/images/I/61Tf0oRzf-L.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2013-07-15
630,Helen & Troy's Epic Road Quest,A. Lee Martinez,http://ecx.images-amazon.com/images/I/510KlzScpsL.jpg,Orbit (US),$15.00,340+[13],NOVEL,tp,2013-07-16
631,Helen & Troy's Epic Road Quest,A. Lee Martinez,http://ecx.images-amazon.com/images/I/51VcszB01pL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-07-16
632,The Traitor Queen,Trudi Canavan,http://ecx.images-amazon.com/images/I/51lCcDmEwLL.jpg,Orbit (US),$8.00,546,NOVEL,pb,2013-07-30
633,Last Blood,Kristen Painter,http://ecx.images-amazon.com/images/I/51Cexfq2G1L.jpg,Orbit (US),$8.00,436,NOVEL,pb,2013-07-30
634,Last Blood,Kristen Painter,http://ecx.images-amazon.com/images/I/51ngqKLoCsL.jpg,Orbit (US),$7.99,,NOVEL,ebook,2013-07-30
635,The Crown Tower,Michael J. Sullivan,http://ecx.images-amazon.com/images/I/51uOMInw8AL.jpg,Orbit (US),$16.00,377,NOVEL,tp,2013-08-06
636,The Crown Tower,Michael J. Sullivan,http://ecx.images-amazon.com/images/I/51jIQA2jq9L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-08-06
637,The Blinding Knife,Brent Weeks,http://ecx.images-amazon.com/images/I/51Hos4tgTCL.jpg,Orbit (US),$17.00,671,NOVEL,tp,2013-08-27
638,The Time of Contempt,Andrzej Sapkowski,http://ecx.images-amazon.com/images/I/51QyATbAmJL.jpg,Orbit (US),$15.00,331,NOVEL,tp,2013-08-27
639,The Time of Contempt,Andrzej Sapkowski,http://ecx.images-amazon.com/images/I/51oSVsK5dsL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-08-27
640,The Hydrogen Sonata,Iain M. Banks,http://www.isfdb.org/wiki/images/2/24/THHDRGNSNT2013.jpg,Orbit (US),$17.00,529,NOVEL,tp,2013-09-00
641,Shaman,Kim Stanley Robinson,http://www.isfdb.org/wiki/images/3/3d/SHMNQPFFSB2013.jpg,Orbit (US),$27.00,456,NOVEL,hc,2013-09-00
642,Shaman,Kim Stanley Robinson,http://ecx.images-amazon.com/images/I/51kGTWmniSL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2013-09-03
643,The Rose and the Thorn,Michael J. Sullivan,http://ecx.images-amazon.com/images/I/512nSi2JK9L.jpg,Orbit (US),$16.00,355,NOVEL,tp,2013-09-17
644,The Rose and the Thorn,Michael J. Sullivan,http://ecx.images-amazon.com/images/I/51GsM8UhdmL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-09-17
645,The Heist,Will McIntosh,http://ecx.images-amazon.com/images/I/51NpHXKQoeL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2013-09-17
646,Charming,Elliott James,http://ecx.images-amazon.com/images/I/51YNjyWKx5L.jpg,Orbit (US),$15.00,366,NOVEL,tp,2013-09-24
647,Charming,Elliott James,http://ecx.images-amazon.com/images/I/51Bs-btll-L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-09-24
648,Don't Go Chasing Waterfalls,Elliott James,https://images-na.ssl-images-amazon.com/images/I/515jyJUX5cL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2013-09-26
649,Ancillary Justice,Ann Leckie,http://www.isfdb.org/wiki/images/0/0a/NCLLRJSTCD2013.jpg,Orbit (US),$15.00,409,NOVEL,tp,2013-10-01
650,Ancillary Justice,Ann Leckie,http://ecx.images-amazon.com/images/I/51BxgYhhiCL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-10-01
651,Cold Blooded,Amanda Carlson,http://ecx.images-amazon.com/images/I/51cVMf%2Bxf2L.jpg,Orbit (US),$14.00,309,NOVEL,tp,2013-10-08
652,A Dance of Cloaks,David Dalglish,http://ecx.images-amazon.com/images/I/51mix4lhtZL.jpg,Orbit (US),$16.00,452,NOVEL,tp,2013-10-08
653,Cold Blooded,Amanda Carlson,http://ecx.images-amazon.com/images/I/512ULwzjn3L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-10-08
654,A Dance of Cloaks,David Dalglish,http://ecx.images-amazon.com/images/I/51XBEzKwq8L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-10-08
655,Red Country,Joe Abercrombie,http://ecx.images-amazon.com/images/I/61fHN4Ht6xL.jpg,Orbit (US),$16.00,451,NOVEL,tp,2013-10-15
656,Rusted Veins,Jaye Wells,http://ecx.images-amazon.com/images/I/51Nf6X8VSBL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2013-10-28
657,Parasite,Mira Grant,http://ecx.images-amazon.com/images/I/51pxyHEfB5L.jpg,Orbit (US),$20.00,504,NOVEL,hc,2013-10-29
658,Parasite,Mira Grant,http://ecx.images-amazon.com/images/I/51TpUHLBb1L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-10-29
659,Pushing Luck,Elliott James,http://ecx.images-amazon.com/images/I/51Q2vMYyX9L.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2013-10-31
660,A Dance of Blades,David Dalglish,http://ecx.images-amazon.com/images/I/51eespwdItL.jpg,Orbit (US),$16.00,387,NOVEL,tp,2013-11-05
661,Fortune's Pawn,Rachel Bach,http://ecx.images-amazon.com/images/I/511-if5aufL.jpg,Orbit (US),$15.00,320,NOVEL,tp,2013-11-05
662,A Dance of Blades,David Dalglish,http://ecx.images-amazon.com/images/I/51gC4TzBGuL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-11-05
663,Fortune's Pawn,Rachel Bach,http://ecx.images-amazon.com/images/I/51P96S83XLL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-11-05
664,Long Live the Queen,Kate Locke,http://ecx.images-amazon.com/images/I/511tqKMCP6L.jpg,Orbit (US),$17.00,311,NOVEL,hc,2013-11-12
665,Long Live the Queen,Kate Locke,http://ecx.images-amazon.com/images/I/51qjc40%2BrbL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-11-12
666,Last to Rise,Francis Knight,http://ecx.images-amazon.com/images/I/51MSgdiO3DL.jpg,Orbit (US),$15.00,346,NOVEL,tp,2013-11-26
667,Last to Rise,Francis Knight,http://ecx.images-amazon.com/images/I/51EmosmWmEL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-11-26
668,Dark Descent,Marlene Perez,http://ecx.images-amazon.com/images/I/51f%2BjrndttL.jpg,Orbit (US),$16.00,288,NOVEL,tp,2013-12-02
669,Dark Descent,Marlene Perez,http://ecx.images-amazon.com/images/I/51uFtoF3RnL.jpg,Orbit (US),$4.99,,NOVEL,ebook,2013-12-02
670,Malice,John Gwynne,http://ecx.images-amazon.com/images/I/51uiGIXF5VL.jpg,Orbit (US),$16.00,628,NOVEL,tp,2013-12-03
671,A Dance of Mirrors,David Dalglish,http://ecx.images-amazon.com/images/I/51GWlXfaIbL.jpg,Orbit (US),$16.00,378,NOVEL,tp,2013-12-03
672,A Dance of Mirrors,David Dalglish,http://ecx.images-amazon.com/images/I/517DHsrnO9L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-12-03
673,Malice,John Gwynne,http://ecx.images-amazon.com/images/I/510wfDyyKWL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-12-03
674,Cloak and Spider,David Dalglish,http://ecx.images-amazon.com/images/I/51--mcMhObL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2013-12-03
675,Seven Sorcerers,John R. Fultz,http://ecx.images-amazon.com/images/I/51Nq39o12YL.jpg,Orbit (US),$17.00,423,NOVEL,tp,2013-12-10
676,Seven Sorcerers,John R. Fultz,http://ecx.images-amazon.com/images/I/51V%2B3pG2seL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-12-10
677,When It's A Jar,Tom Holt,http://ecx.images-amazon.com/images/I/51QKWhUQ5FL.jpg,Orbit (US),$15.00,353,NOVEL,tp,2013-12-17
678,When It's A Jar,Tom Holt,http://ecx.images-amazon.com/images/I/51NLuoWOonL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-12-17
679,"I, Soddit: The Autobiography",Adam Roberts,http://ecx.images-amazon.com/images/I/51Y4IlpoOpL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2013-12-17
680,Abaddon's Gate,James S. A. Corey,http://www.isfdb.org/wiki/images/b/b5/BDDNSGTTHX2013.jpg,Orbit (US),$17.00,566,NOVEL,tp,2013-06-00
681,Dirty Magic,Jaye Wells,http://ecx.images-amazon.com/images/I/51jcV%2Bb93LL.jpg,Orbit (US),$10.00,407,NOVEL,tp,2014-01-00
682,The Remaining,D. J. Molles,http://ecx.images-amazon.com/images/I/51WGDK%2BWDAL.jpg,Orbit (US),$2.99,,NOVEL,ebook,2014-01-07
683,The Remaining: Aftermath,D. J. Molles,http://ecx.images-amazon.com/images/I/51RTLN835qL.jpg,Orbit (US),$3.99,,NOVEL,ebook,2014-01-07
684,The Remaining: Refugees,D. J. Molles,http://ecx.images-amazon.com/images/I/51AF%2BRCzn6L.jpg,Orbit (US),$3.99,,NOVEL,ebook,2014-01-07
685,The Remaining: Fractured,D. J. Molles,http://ecx.images-amazon.com/images/I/51EmQrpBrjL.jpg,Orbit (US),$3.99,,NOVEL,ebook,2014-01-07
686,The Girl with All the Gifts,M. R. Carey,http://ecx.images-amazon.com/images/I/41WGGJCOsUL.jpg,Orbit (US),$0.00,,CHAPBOOK,ebook,2014-01-07
687,Surreal Estate,Elliott James,http://ecx.images-amazon.com/images/I/61ZLP5OrkJL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2014-01-14
688,Dirty Magic,Jaye Wells,http://ecx.images-amazon.com/images/I/51JMxjFSbnL.jpg,Orbit (US),$8.99,,NOVEL,ebook,2014-01-21
689,Arcanum,Simon Morden,http://ecx.images-amazon.com/images/I/512LgDFQGJL.jpg,Orbit (US),$17.00,735,NOVEL,tp,2014-01-28
690,Arcanum,Simon Morden,http://ecx.images-amazon.com/images/I/51%2BBHDrCOFL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-01-28
691,Wolfhound Century,Peter Higgins,http://ecx.images-amazon.com/images/I/51tvCo2pAbL.jpg,Orbit (US),$15.00,303,NOVEL,tp,2014-02-04
692,Dog-Gone,Elliott James,http://ecx.images-amazon.com/images/I/51f30QYGglL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2014-02-18
693,Honor's Knight,Rachel Bach,http://ecx.images-amazon.com/images/I/51A72-IrOUL.jpg,Orbit (US),$15.00,358,NOVEL,tp,2014-02-25
694,Honor's Knight,Rachel Bach,http://ecx.images-amazon.com/images/I/51%2B-tmMQXiL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-02-25
695,Ghost Train to New Orleans,Mur Lafferty,http://ecx.images-amazon.com/images/I/513KcImMK5L.jpg,Orbit (US),$15.00,320,NOVEL,tp,2014-03-04
696,Ghost Train to New Orleans,Mur Lafferty,http://ecx.images-amazon.com/images/I/5121QWyta5L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-03-04
697,The Fell Sword,Miles Cameron,http://ecx.images-amazon.com/images/I/51lGsaF1mpL.jpg,Orbit (US),$17.00,603,NOVEL,tp,2014-03-11
698,The Fell Sword,Miles Cameron,http://ecx.images-amazon.com/images/I/51lt3nzwHmL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-03-11
699,The Lascar's Dagger,Glenda Larke,http://ecx.images-amazon.com/images/I/51bKTtIf76L.jpg,Orbit (US),$15.00,464,NOVEL,tp,2014-03-18
700,The Lascar's Dagger,Glenda Larke,http://ecx.images-amazon.com/images/I/51vTYEO154L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-03-18
701,Truth and Fear,Peter Higgins,http://ecx.images-amazon.com/images/I/51BlmC0tjRL.jpg,Orbit (US),$26.00,362,NOVEL,hc,2014-03-25
702,Trust,D. J. Molles,http://ecx.images-amazon.com/images/I/51X1QSHBq-L.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2014-03-25
703,Truth and Fear,Peter Higgins,http://ecx.images-amazon.com/images/I/51YrbgVb5jL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2014-03-25
704,Blameless,Gail Carriger,http://ecx.images-amazon.com/images/I/51ChjUa4NlL.jpg,Orbit (US),$15.00,379,NOVEL,tp,2014-04-01
705,Changeless,Gail Carriger,http://ecx.images-amazon.com/images/I/514Wb0KMW8L.jpg,Orbit (US),$15.00,384,NOVEL,tp,2014-04-01
706,Soulless,Gail Carriger,http://ecx.images-amazon.com/images/I/51PafSWEZjL.jpg,Orbit (US),$14.00,370,NOVEL,tp,2014-04-01
707,Reign of Ash,Gail Z. Martin,http://ecx.images-amazon.com/images/I/51R5c02H5%2BL.jpg,Orbit (US),$16.00,619,NOVEL,tp,2014-04-01
708,Reign of Ash,Gail Z. Martin,http://ecx.images-amazon.com/images/I/51L4GNoG6WL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-04-01
709,Promise of Blood,Brian McClellan,http://ecx.images-amazon.com/images/I/51-GsXzAkvL.jpg,Orbit (US),$16.00,545,NOVEL,tp,2014-04-08
710,Heaven's Queen,Rachel Bach,http://ecx.images-amazon.com/images/I/51MHALbmelL.jpg,Orbit (US),$15.00,373,NOVEL,tp,2014-04-22
711,Heaven's Queen,Rachel Bach,http://ecx.images-amazon.com/images/I/51mdVP4bcUL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-04-22
712,The Churn,James S. A. Corey,http://ecx.images-amazon.com/images/I/41yA2e20xaL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2014-04-29
713,The Crimson Campaign,Brian McClellan,http://ecx.images-amazon.com/images/I/51i%2B%2BsKxXyL.jpg,Orbit (US),$26.00,593,NOVEL,hc,2014-05-06
714,The Oversight,Charlie Fletcher,http://ecx.images-amazon.com/images/I/51qoHr%2BeQFL.jpg,Orbit (US),$15.00,434,NOVEL,tp,2014-05-06
715,The Crimson Campaign,Brian McClellan,http://ecx.images-amazon.com/images/I/51dN6fMjKPL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2014-05-06
716,The Oversight,Charlie Fletcher,http://ecx.images-amazon.com/images/I/51kgDvwwBTL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-05-06
717,,,,,,,,,
718,Defenders,Will McIntosh,http://ecx.images-amazon.com/images/I/51qLLBwKtKL.jpg,Orbit (US),$16.00,479,NOVEL,tp,2014-05-13
719,House of the Rising Sun,Kristen Painter,http://ecx.images-amazon.com/images/I/51dJP6P%2BaiL.jpg,Orbit (US),$14.00,403,NOVEL,tp,2014-05-13
720,House of the Rising Sun,Kristen Painter,http://ecx.images-amazon.com/images/I/513OtiAAnDL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-05-13
721,Defenders,Will McIntosh,http://ecx.images-amazon.com/images/I/51N%2BbIYL2tL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-05-13
722,A Dance of Shadows,David Dalglish,http://ecx.images-amazon.com/images/I/5152uQcadCL.jpg,Orbit (US),$16.00,441,NOVEL,tp,2014-05-20
723,Thief's Magic,Trudi Canavan,http://ecx.images-amazon.com/images/I/51alb16rdVL.jpg,Orbit (US),$20.00,553,NOVEL,hc,2014-05-20
724,A Dance of Shadows,David Dalglish,http://ecx.images-amazon.com/images/I/51OEnEh3l-L.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-05-20
725,Thief's Magic,Trudi Canavan,http://ecx.images-amazon.com/images/I/51ZMlUMafHL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-05-20
726,The Remaining,D. J. Molles,http://ecx.images-amazon.com/images/I/51WFJ09M9yL.jpg,Orbit (US),$5.00,375,NOVEL,tp,2014-05-27
727,Faith,D. J. Molles,http://ecx.images-amazon.com/images/I/51HqIpuk4KL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2014-05-27
728,Justice,Ian Irvine,http://ecx.images-amazon.com/images/I/51hXpQFQ5NL.jpg,Orbit (US),$17.00,584,NOVEL,tp,2014-06-03
729,Justice,Ian Irvine,http://ecx.images-amazon.com/images/I/51v8azkURtL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-06-03
730,Shaman,Kim Stanley Robinson,http://www.isfdb.org/wiki/images/3/31/SHMNNVRFBB2014.jpg,Orbit (US),$17.00,468,NOVEL,tp,2014-06-10
731,The Girl with All the Gifts,M. R. Carey,http://ecx.images-amazon.com/images/I/41jVpuojgOL.jpg,Orbit (US),$25.00,407,NOVEL,hc,2014-06-10
732,The Girl with All the Gifts,M. R. Carey,http://ecx.images-amazon.com/images/I/41Ct2CcOhDL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2014-06-10
733,Cibola Burn,James S. A. Corey,http://www.isfdb.org/wiki/images/9/98/CBLBRNTHXP2014.jpg,Orbit (US),$27.00,581,NOVEL,hc,2014-06-17
734,Chimaera,Ian Irvine,http://ecx.images-amazon.com/images/I/51gf3pa-7UL.jpg,Orbit (US),$5.99,,NOVEL,ebook,2014-06-17
735,The Destiny of the Dead,Ian Irvine,http://ecx.images-amazon.com/images/I/515aI7DoUAL.jpg,Orbit (US),$5.99,,NOVEL,ebook,2014-06-17
736,Cibola Burn,James S. A. Corey,http://ecx.images-amazon.com/images/I/51NAkVYsdCL.jpg,Orbit (US),$14.99,,NOVEL,ebook,2014-06-17
737,The Fate of the Fallen,Ian Irvine,http://ecx.images-amazon.com/images/I/41lg%2BnrTW8L.jpg,Orbit (US),$2.99,,NOVEL,ebook,2014-06-17
738,Baptism of Fire,Andrzej Sapkowski,http://ecx.images-amazon.com/images/I/51A%2BgYUk3AL.jpg,Orbit (US),$16.00,343,NOVEL,tp,2014-06-24
739,The Remaining: Aftermath,D. J. Molles,http://ecx.images-amazon.com/images/I/51QksvxfwwL.jpg,Orbit (US),$10.00,441,NOVEL,tp,2014-06-24
740,Baptism of Fire,Andrzej Sapkowski,http://ecx.images-amazon.com/images/I/51Q9YAh23cL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-06-24
741,Heartless,Gail Carriger,http://ecx.images-amazon.com/images/I/51CveVYwIEL.jpg,Orbit (US),$15.00,401,NOVEL,tp,2014-07-01
742,Timeless,Gail Carriger,http://ecx.images-amazon.com/images/I/510NURslmrL.jpg,Orbit (US),$15.00,409,NOVEL,tp,2014-07-01
743,The Outsorcerer's Apprentice,Tom Holt,http://ecx.images-amazon.com/images/I/51eleHk1liL.jpg,Orbit (US),$14.00,359,NOVEL,tp,2014-07-15
744,The Day the Dead Came to Show and Tell,Mira Grant,http://ecx.images-amazon.com/images/I/510nGu5HQhL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2014-07-15
745,Valor,John Gwynne,http://ecx.images-amazon.com/images/I/51DXRVAPliL.jpg,Orbit (US),$17.00,648,NOVEL,tp,2014-07-22
746,Kuroyukihime's Return,Reki Kawahara,http://ecx.images-amazon.com/images/I/51yPhX%2BfduL.jpg,Orbit (US),$13.00,224,NOVEL,tp,2014-07-22
747,The Remaining: Refugees,D. J. Molles,http://ecx.images-amazon.com/images/I/51uRxHMbo0L.jpg,Orbit (US),$10.00,500,NOVEL,tp,2014-07-29
748,The Widow's House,Daniel Abraham,http://www.isfdb.org/wiki/images/b/b6/THWDWSHSTH2014.jpg,Orbit (US),$17.00,[10]+530,NOVEL,tp,2014-08-05
749,Cursed Moon,Jaye Wells,http://ecx.images-amazon.com/images/I/51xIUs9QdGL.jpg,Orbit (US),$15.00,370,NOVEL,tp,2014-08-12
750,Fortune's Favors,Marlene Perez,http://ecx.images-amazon.com/images/I/51yQsQtJyqL.jpg,Orbit (US),$19.99,288,NOVEL,tp,2014-08-12
751,The Ripper Affair,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/51ct-pYviOL.jpg,Orbit (US),$15.00,386,NOVEL,tp,2014-08-19
752,The Broken Eye,Brent Weeks,http://ecx.images-amazon.com/images/I/510ZS5wNN9L.jpg,Orbit (US),$28.00,795,NOVEL,hc,2014-08-26
753,The Remaining: Fractured,D. J. Molles,http://ecx.images-amazon.com/images/I/51fRTPe%2BcVL.jpg,Orbit (US),$10.00,708,NOVEL,tp,2014-08-26
754,Age of Iron,Angus Watson,http://ecx.images-amazon.com/images/I/512C3XyJ2QL.jpg,Orbit (US),$16.00,523,NOVEL,tp,2014-09-02
755,Age of Iron,Angus Watson,http://ecx.images-amazon.com/images/I/510Ow5gesUL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-09-02
756,The Falcon Throne,Karen Miller,http://ecx.images-amazon.com/images/I/51WvH3qacsL.jpg,Orbit (US),$20.00,674,NOVEL,hc,2014-09-09
757,Red Blooded,Amanda Carlson,http://ecx.images-amazon.com/images/I/51moc64KG2L.jpg,Orbit (US),$15.00,325,NOVEL,tp,2014-09-09
758,Red Blooded,Amanda Carlson,http://ecx.images-amazon.com/images/I/51FSnUCUmmL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-09-09
759,The Falcon Throne,Karen Miller,http://ecx.images-amazon.com/images/I/51zZxuO7%2BnL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-09-09
760,Daring,Elliott James,http://ecx.images-amazon.com/images/I/51GZLZZZddL.jpg,Orbit (US),$15.00,359,NOVEL,tp,2014-09-23
761,Daring,Elliott James,http://ecx.images-amazon.com/images/I/51EvIxphqkL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-09-23
762,Pack,Lilith Saintcrow,http://ecx.images-amazon.com/images/I/51lQqBII-TL.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2014-09-23
763,War Dogs,Greg Bear,http://www.isfdb.org/wiki/images/f/f0/WRDGSXTJSW2014.jpg,Orbit (US),$25.00,291,NOVEL,hc,2014-10-00
764,Parasite,Mira Grant,http://ecx.images-amazon.com/images/I/51Hc1F4zAnL.jpg,Orbit (US),$15.00,502,NOVEL,tp,2014-10-07
765,Ancillary Sword,Ann Leckie,http://ecx.images-amazon.com/images/I/51MguDFDWUL.jpg,Orbit (US),$16.00,391,NOVEL,tp,2014-10-07
766,Ancillary Sword,Ann Leckie,http://ecx.images-amazon.com/images/I/51Lprs9dCzL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-10-07
767,Fool's Gold,Jaye Wells,http://ecx.images-amazon.com/images/I/51oYkQnEMlL.jpg,Orbit (US),$2.99,,CHAPBOOK,ebook,2014-10-07
768,The Free,Brian Ruckley,http://ecx.images-amazon.com/images/I/61Qa7jOtjxL.jpg,Orbit (US),$15.00,443,NOVEL,tp,2014-10-14
769,The Free,Brian Ruckley,http://ecx.images-amazon.com/images/I/61BvAB8OJEL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-10-14
770,War Dogs,Greg Bear,http://ecx.images-amazon.com/images/I/5114rhydDVL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2014-10-14
771,Watching Over Us,Will McIntosh,http://ecx.images-amazon.com/images/I/5169Q5IT-7L.jpg,Orbit (US),$1.99,,CHAPBOOK,ebook,2014-10-21
772,The City Stained Red,Sam Sykes,http://ecx.images-amazon.com/images/I/61EqaxI4DlL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-10-28
773,A Dance of Ghosts,David Dalglish,http://ecx.images-amazon.com/images/I/51t65gZMyqL.jpg,Orbit (US),$16.00,474,NOVEL,tp,2014-11-11
774,A Dance of Ghosts,David Dalglish,http://ecx.images-amazon.com/images/I/51bMK-rACaL.jpg,Orbit (US),$9.99,,NOVEL,ebook,2014-11-11
775,Symbiont,Mira Grant,http://ecx.images-amazon.com/images/I/516oHY%2BwBsL.jpg,Orbit (US),$26.00,516,NOVEL,hc,2014-11-25
776,Symbiont,Mira Grant,http://ecx.images-amazon.com/images/I/51GBdZxZuKL.jpg,Orbit (US),$12.99,,NOVEL,ebook,2014-11-25
777,Jinn and Juice,Nicole Peeler,http://ecx.images-amazon.com/images/I/51X6gs8%2Bk2L.jpg,Orbit (US),$8.99,,NOVEL,ebook,2014-11-25
778,City of Eternal Night,Kristen Painter,http://ecx.images-amazon.com/images/I/51pWfmoz46L.jpg,Orbit (US),$16.00,364,NOVEL,tp,2014-12-02
