,title,author,isbn,cover_price,page_count,book_type,book_format,publication_date,publisher,cover_image
965,The Obelisk Gate,N. K. Jemisin,9780316229265,$15.99,407,NOVEL,tp,2016-08-16,Orbit (US),http://ecx.images-amazon.com/images/I/61Kn6y2nA6L.jpg
966,The Obelisk Gate,N. K. Jemisin,9780316229289,$9.99,,NOVEL,ebook,2016-08-16,Orbit (US),http://ecx.images-amazon.com/images/I/61Y421UsStL.jpg
967,Origins,Jamie Sawyer,9780316386487,$9.99,443,NOVEL,pb,2016-08-30,Orbit (US),http://ecx.images-amazon.com/images/I/51PqXVXcVeL.jpg
968,Origins,Jamie Sawyer,9780316386463,$9.99,,NOVEL,ebook,2016-08-30,Orbit (US),http://ecx.images-amazon.com/images/I/51czoaCGUsL.jpg
969,Wolfhound Empire,Peter Higgins,9780316361712,$17.99,960,OMNIBUS,tp,2016-09-06,Orbit (US),http://ecx.images-amazon.com/images/I/51vZrwGemCL.jpg
970,Chasing Embers,James Bennett,9780316390699,$14.99,419,NOVEL,tp,2016-09-06,Orbit (US),http://ecx.images-amazon.com/images/I/51ABlMZG5AL.jpg
971,Forsaken Skies,D. Nolan Clark,9780316355698,$15.99,568,NOVEL,tp,2016-09-06,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51Kf8MiZzAL.jpg
972,Forsaken Skies,D. Nolan Clark,9780316355704,$9.99,,NOVEL,ebook,2016-09-06,Orbit (US),http://ecx.images-amazon.com/images/I/51ABcF5zutL.jpg
973,Wolfhound Empire,Peter Higgins,9780316434362,$11.99,,OMNIBUS,ebook,2016-09-06,Orbit (US),http://ecx.images-amazon.com/images/I/51Ezl1%2BecgL.jpg
974,Chasing Embers,James Bennett,9780316390712,$9.99,,NOVEL,ebook,2016-09-06,Orbit (US),http://ecx.images-amazon.com/images/I/51eCY3UvE%2BL.jpg
975,A Tale of the Free: Tyrant,Brian Ruckley,9780316356985,$1.99,,CHAPBOOK,ebook,2016-09-06,Orbit (US),http://ecx.images-amazon.com/images/I/61%2BPngD1a0L.jpg
976,The Last Days of Jack Sparks,Jason Arnopp,9780316362269,$24.00,376+[4],NOVEL,hc,2016-09-13,Orbit (US),http://ecx.images-amazon.com/images/I/510gV10metL.jpg
977,Wake of Vultures,Lila Bowen,9780316264297,$15.99,335,NOVEL,tp,2016-09-20,Orbit (US),http://ecx.images-amazon.com/images/I/51DWORWV3OL.jpg
978,Revenger,Alastair Reynolds,9780316555623,$9.99,,NOVEL,ebook,2016-10-00,Orbit (US),http://ecx.images-amazon.com/images/I/51dpVSBApDL.jpg
979,Feedback,Mira Grant,9780316379342,$25.00,489,NOVEL,hc,2016-10-04,Orbit (US),http://ecx.images-amazon.com/images/I/51IjttX1Z4L.jpg
980,Feedback,Mira Grant,9780316379328,$13.99,,NOVEL,ebook,2016-10-04,Orbit (US),http://ecx.images-amazon.com/images/I/51ToJq-%2BaNL.jpg
981,Conspiracy of Ravens,Lila Bowen,9780316302272,$25.00,356,NOVEL,hc,2016-10-11,Orbit (US),http://ecx.images-amazon.com/images/I/517Ra%2B%2BScQL.jpg
982,Chaosmage,Stephen Aryan,9780316298346,$16.99,454,NOVEL,tp,2016-10-11,Orbit (US),http://ecx.images-amazon.com/images/I/51ol15%2BBWXL.jpg
983,Conspiracy of Ravens,Lila Bowen,9780316302265,$13.99,,NOVEL,ebook,2016-10-11,Orbit (US),http://ecx.images-amazon.com/images/I/51cfoLUDyfL.jpg
984,Chaosmage,Stephen Aryan,9780316298353,$11.99,,NOVEL,ebook,2016-10-11,Orbit (US),http://ecx.images-amazon.com/images/I/513SoNKlXlL.jpg
985,The Blood Mirror,Brent Weeks,9780316251334,$28.00,xxii+682,NOVEL,hc,2016-10-25,Orbit (US),http://www.isfdb.org/wiki/images/c/c5/THBLDMRRRL2016.jpg
986,The Plague of Swords,Miles Cameron,9780316302425,$16.99,464,NOVEL,tp,2016-10-25,Orbit (US),http://ecx.images-amazon.com/images/I/61no4KG8S8L.jpg
987,The Blood Mirror,Brent Weeks,9780316251310,$14.99,,NOVEL,ebook,2016-10-25,Orbit (US),http://ecx.images-amazon.com/images/I/51OEXtxfL0L.jpg
988,The Plague of Swords,Miles Cameron,9780316302418,$11.99,,NOVEL,ebook,2016-10-25,Orbit (US),http://ecx.images-amazon.com/images/I/61khw2ZDhUL.jpg
989,The Shadow of What Was Lost,James Islington,9780316274098,$26.00,693,NOVEL,hc,2016-11-08,Orbit (US),http://ecx.images-amazon.com/images/I/51hfHQkL61L.jpg
990,The First Law Trilogy,Joe Abercrombie,9780316361194,$39.99,1680,OMNIBUS,tp,2016-11-15,Orbit (US),http://ecx.images-amazon.com/images/I/61RReh9D8bL.jpg
991,Echoes: Stories from Outer Earth,Rob Boffard,9780316556569,$2.99,,COLLECTION,ebook,2016-11-15,Orbit (US),http://ecx.images-amazon.com/images/I/51w-OZDWk3L.jpg
992,Fireborn,David Dalglish,9780316302739,$16.99,487,NOVEL,tp,2016-11-22,Orbit (US),http://ecx.images-amazon.com/images/I/51G73QQT6wL.jpg
993,Fireborn,David Dalglish,9780316302722,$11.99,,NOVEL,ebook,2016-11-22,Orbit (US),http://ecx.images-amazon.com/images/I/51Z8TmVsO0L.jpg
994,Dissidence,Ken MacLeod,9780316363655,$9.99,349,NOVEL,tp,2016-11-29,Orbit (US),http://www.isfdb.org/wiki/images/a/a2/THCRPRTNWB2016.jpg
995,Wrath,John Gwynne,9780316386340,$16.99,685,NOVEL,tp,2016-12-06,Orbit (US),http://ecx.images-amazon.com/images/I/519CugmQ26L.jpg
996,The Liberation,Ian Tregillis,9780316248051,$16.99,433,NOVEL,tp,2016-12-06,Orbit (US),http://ecx.images-amazon.com/images/I/61ANTTbd%2BnL.jpg
997,Babylon's Ashes,James S. A. Corey,9780316334747,$27.00,538,NOVEL,hc,2016-12-06,Orbit (US),http://www.isfdb.org/wiki/images/d/d4/BBLNSSHSTH2016.jpg
998,The Liberation,Ian Tregillis,9780316248044,$11.99,,NOVEL,ebook,2016-12-06,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/619DvY%2B--GL.jpg
999,Babylon's Ashes,James S. A. Corey,9780316217637,$13.99,,NOVEL,ebook,2016-12-06,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51GChmkZPvL.jpg
1000,After the Crown,K. B. Wagers,9780316308632,$15.99,389,NOVEL,tp,2016-12-13,Orbit (US),http://ecx.images-amazon.com/images/I/51q4vtn3OHL.jpg
1001,The Immortals,Jordanna Max Brodsky,9780316306249,$15.99,451,NOVEL,tp,2016-12-13,Orbit (US),http://ecx.images-amazon.com/images/I/51JU9TEPg0L.jpg
1002,After the Crown,K. B. Wagers,9780316308625,$9.99,,NOVEL,ebook,2016-12-13,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51W7G%2BxoZWL.jpg
1003,Take Back the Sky,Greg Bear,9780316223973,$26.00,296,NOVEL,hc,2016-12-20,Orbit (US),http://ecx.images-amazon.com/images/I/51b4IHt1ndL.jpg
1004,The Dreamblood Duology,N. K. Jemisin,9780316333955,$19.99,941,OMNIBUS,tp,2016-12-20,Orbit (US),http://ecx.images-amazon.com/images/I/61qRSZ5X0UL.jpg
1005,Insurgence,Ken MacLeod,9780316363693,$9.99,331,NOVEL,tp,2016-12-20,Orbit (US),http://www.isfdb.org/wiki/images/f/ff/THCRPRTNWC2016.jpg
1006,The Dreamblood Duology,N. K. Jemisin,9780316333962,$12.99,,OMNIBUS,ebook,2016-12-20,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/614vnqPE5zL.jpg
1007,Take Back the Sky,Greg Bear,9780316223966,$13.99,,NOVEL,ebook,2016-12-20,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/519zto3R%2BKL.jpg
1008,Insurgence,Ken MacLeod,9780316363709,$9.99,,NOVEL,ebook,2016-12-20,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51tyafDCW%2BL.jpg
1009,Snakewood,Adrian Selby,9780316302319,$15.99,410,NOVEL,tp,2017-01-17,Orbit (US),http://ecx.images-amazon.com/images/I/519sDxPTFtL.jpg
1010,A Blade of Black Steel,Alex Marshall,9780316340700,$16.99,536,NOVEL,tp,2017-01-17,Orbit (US),http://ecx.images-amazon.com/images/I/61m85p0DRWL.jpg
1011,God Save the Queen,Kate Locke,9780316203913,$9.99,365,NOVEL,tp,2017-01-31,Orbit (US),http://ecx.images-amazon.com/images/I/51vvf%2BgxuZL.jpg
1012,Rise Rise: A Newsflesh Collection,Mira Grant,9780316309530,$9.99,816,COLLECTION,tp,2017-01-31,Orbit (US),http://ecx.images-amazon.com/images/I/51lKZhGlI7L.jpg
1013,Six Wakes,Mur Lafferty,9780316389686,$15.99,361,NOVEL,tp,2017-01-31,Orbit (US),http://ecx.images-amazon.com/images/I/51OAiRVNgKL.jpg
1014,Six Wakes,Mur Lafferty,9780316389662,$9.99,,NOVEL,ebook,2017-01-31,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51KTW6wK-HL.jpg
1015,Imprudence,Gail Carriger,9780316212205,$15.99,352,NOVEL,tp,2017-02-07,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/614buxoWqJL.jpg
1016,Winter of the Gods,Jordanna Max Brodsky,9780316385916,$26.00,463,NOVEL,hc,2017-02-14,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51QekiNRd3L.jpg
1017,Winter of the Gods,Jordanna Max Brodsky,9780316385909,$13.99,,NOVEL,ebook,2017-02-14,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51clI7r4FSL.jpg
1018,Kings of the Wyld,Nicholas Eames,9780316362474,$14.99,492,NOVEL,tp,2017-02-21,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51RHTJxnhtL.jpg
1019,Kings of the Wyld,Nicholas Eames,9780316362467,$9.99,,NOVEL,ebook,2017-02-21,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51H%2BXoP-wTL.jpg
1020,The Queen Is Dead,Kate Locke,9780316334761,$9.99,317,NOVEL,tp,2017-02-28,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/513ebV5vyUL.jpg
1021,Bane and Shadow,Jon Skovron,9780316268141,$9.99,506,NOVEL,tp,2017-02-28,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51zVLH1wl7L.jpg
1022,Bane and Shadow,Jon Skovron,9780316268172,$9.99,,NOVEL,ebook,2017-02-28,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51gdWU6X5gL.jpg
1023,Sins of Empire,Brian McClellan,9780316407212,$26.00,604,NOVEL,hc,2017-03-07,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/516FFlTezPL.jpg
1024,Sins of Empire,Brian McClellan,9780316375122,$13.99,,NOVEL,ebook,2017-03-07,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/511BcVBU-hL.jpg
1025,Sharp Ends,Joe Abercrombie,9780316390828,$15.99,287,COLLECTION,tp,2017-03-14,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51t9k0uUa5L.jpg
1026,New York 2140,Kim Stanley Robinson,9780316262347,$28.00,613,NOVEL,hc,2017-03-14,Orbit (US),http://www.isfdb.org/wiki/images/2/20/NWRKCNXMSM2017.jpg
1027,The Remnant,Charlie Fletcher,9780316279567,$16.99,414,NOVEL,tp,2017-03-14,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/61a89JRzzhL.jpg
1028,The Lady of the Lake,Andrzej Sapkowski,9780316273831,$16.99,531,NOVEL,tp,2017-03-14,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51yy4jOoSPL.jpg
1029,New York 2140,Kim Stanley Robinson,9780316510097,$28.00,613,NOVEL,hc,2017-03-14,Orbit (US),http://www.isfdb.org/wiki/images/2/20/NWRKCNXMSM2017.jpg
1030,The Lady of the Lake,Andrzej Sapkowski,9780316273770,$11.99,,NOVEL,ebook,2017-03-14,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51bxN3OZmmL.jpg
1031,New York 2140,Kim Stanley Robinson,9780316262330,$14.99,,NOVEL,ebook,2017-03-14,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/517YXyHv3RL.jpg
1032,The Remnant,Charlie Fletcher,9780316279581,$11.99,,NOVEL,ebook,2017-03-14,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51ConSujEBL.jpg
1033,Fellside,M. R. Carey,9780316300278,$15.99,486,NOVEL,tp,2017-03-21,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/412lqwcFAoL.jpg
1034,Long Live the Queen,Kate Locke,9780316334709,$9.99,290,NOVEL,tp,2017-03-28,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51bFd2z45GL.jpg
1035,The Last Days of Jack Sparks,Jason Arnopp,9780316433037,$15.99,376,NOVEL,tp,2017-04-04,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/510gV10metL.jpg
1036,Legend Has It,Elliott James,9780316302371,$15.99,419,NOVEL,tp,2017-04-18,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/513oV2qAOWL.jpg
1037,Forgotten Worlds,D. Nolan Clark,9780316355773,$16.99,588,NOVEL,tp,2017-04-18,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51UJ9m1bYkL.jpg
1038,Forgotten Worlds,D. Nolan Clark,9780316355742,$11.99,,NOVEL,ebook,2017-04-18,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51dR9Gnx-xL.jpg
1039,The Ship,Antonia Honeywell,9780316469852,$26.00,309,NOVEL,hc,2017-04-25,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51leD4bJZmL.jpg
1040,The Ship,Antonia Honeywell,9780316469890,$9.99,,NOVEL,ebook,2017-04-25,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51I6Y6VesIL.jpg
1041,The Boy on the Bridge,M. R. Carey,9780316300339,$26.00,392,NOVEL,hc,2017-05-02,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/41gHgU2b7iL.jpg
1042,The Boy on the Bridge,M. R. Carey,9780316300315,$13.99,,NOVEL,ebook,2017-05-02,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/41UYz%2BZHcQL.jpg
1043,The Shadow of What Was Lost,James Islington,9780316274074,$15.99,693,NOVEL,tp,2017-05-09,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51hfHQkL61L.jpg
1044,Take Back the Sky,Greg Bear,9780316223959,$15.99,296,NOVEL,tp,2017-05-09,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51FLS%2Bwr8%2BL.jpg
1045,Feedback,Mira Grant,9780316379311,$9.99,550,NOVEL,tp,2017-05-30,Orbit (US),http://www.isfdb.org/wiki/images/7/70/FDBCKGXPWQ2017.jpg
1046,Extinction Horizon,Nicholas Sansbury Smith,9780316557993,$5.99,356,NOVEL,tp,2017-05-30,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51Z4QUMY5kL.jpg
1047,Cormorant Run,Lilith Saintcrow,9780316277969,$15.99,369,NOVEL,tp,2017-06-13,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51mmqH1WIxL.jpg
1048,Cormorant Run,Lilith Saintcrow,9780316277938,$9.99,,NOVEL,ebook,2017-06-13,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51mmqH1WIxL.jpg
1049,You Die When You Die,Angus Watson,9780316317382,$15.99,464,NOVEL,tp,2017-06-20,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51gde%2Bw8XvL.jpg
1050,The Management Style of the Supreme Beings,Tom Holt,9780316270823,$14.99,369,NOVEL,tp,2017-06-20,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51VnnkOMcRL.jpg
1051,The Management Style of the Supreme Beings,Tom Holt,9780316270816,$9.99,,NOVEL,ebook,2017-06-20,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51MrSR93OcL.jpg
1052,You Die When You Die,Angus Watson,9780316317375,$9.99,,NOVEL,ebook,2017-06-20,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51%2BDwZ6rS8L.jpg
1053,Extinction Edge,Nicholas Sansbury Smith,9780316558037,$9.99,290,NOVEL,tp,2017-06-27,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51qwoToltHL.jpg
1054,The Fatal Gate,Ian Irvine,9780316386906,$16.99,572,NOVEL,tp,2017-06-27,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51EMxbddUWL.jpg
1055,Soul of the World,David Mealing,9780316552332,$15.99,619,NOVEL,tp,2017-06-27,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51vGtPWurcL.jpg
1056,The Court of Broken Knives,Anna Smith Spark,9780316511438,$9.99,,NOVEL,ebook,2017-06-27,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51U5%2BQ7V7tL.jpg
1057,The Fatal Gate,Ian Irvine,9780316386913,$11.99,,NOVEL,ebook,2017-06-27,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51OWhY2FsCL.jpg
1058,Soul of the World,David Mealing,9780316552165,$9.99,,NOVEL,ebook,2017-06-27,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51VoguBncVL.jpg
1059,Winter of the Gods,Jordanna Max Brodsky,9780316306225,$15.99,452,NOVEL,tp,2017-07-11,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51MF2GaUWhL.jpg
1060,First Watch,Dale Lucas,9780316469074,$14.99,379,NOVEL,tp,2017-07-11,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51NWABVyTQL.jpg
1061,Conspiracy of Ravens,Lila Bowen,9780316264358,$15.99,354,NOVEL,tp,2017-07-18,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51yI4ENTjcL.jpg
1062,The Blood Mirror,Brent Weeks,9780316251327,$16.99,xix+682,NOVEL,tp,2017-07-18,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51PLoVhPT6L.jpg
1063,The Last Wish,Andrzej Sapkowski,9780316438964,$15.99,320,COLLECTION,tp,2017-07-18,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51eHtkVLL5L.jpg
1064,Strange Dogs,James S. A. Corey,9780316217576,$2.99,,CHAPBOOK,ebook,2017-07-18,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/5115NYTzRxL.jpg
1065,Extinction Age,Nicholas Sansbury Smith,9780316558051,$9.99,300,NOVEL,tp,2017-07-25,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51vfWdG3unL.jpg
1066,Raid,K. S. Merbeth,9780316308731,$9.99,332,NOVEL,tp,2017-07-25,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51GIgQ8Q4%2BL.jpg
1067,Strange Practice,Vivian Shaw,9780316434607,$14.99,353,NOVEL,tp,2017-07-25,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/61WMUVR7PWL.jpg
1068,Raid,K. S. Merbeth,9780316308724,$9.99,,NOVEL,ebook,2017-07-25,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51GIgQ8Q4%2BL.jpg
1069,Strange Practice,Vivian Shaw,9780316434614,$9.99,,NOVEL,ebook,2017-07-25,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/61KZB80mVgL.jpg
1070,Age of Assassins,R. J. Barker,9780316466493,$15.99,393,NOVEL,tp,2017-08-01,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51389ijoU2L.jpg
1071,Age of Assassins,R. J. Barker,9780316466530,$9.99,,NOVEL,ebook,2017-08-01,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/518wijxR3-L.jpg
1072,The Prince of Glass,Karen Miller,9780316120159,,512,NOVEL,hc,2017-08-01,Orbit (US),
1073,Age of Assassins,R. J. Barker,9780356508559,$9.99,,NOVEL,ebook,2017-08-03,Orbit (US),https://images-eu.ssl-images-amazon.com/images/I/51ZMlz83raL.jpg
1074,The Court of Broken Knives,Anna Smith Spark,9780316511421,$15.99,466,NOVEL,tp,2017-08-15,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51zYYCVyoYL.jpg
1075,The Stone Sky,N. K. Jemisin,9780316229241,$16.99,445,NOVEL,tp,2017-08-15,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/616aYU-j2ML.jpg
1076,The Stone Sky,N. K. Jemisin,9780316229258,$11.99,,NOVEL,ebook,2017-08-15,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/615dkCYcu-L.jpg
1077,The Stone Sky,N. K. Jemisin,9780316229241,$16.99,445,NOVEL,tp,2017-08-15,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/616aYU-j2ML.jpg
1078,An Echo of Things to Come,James Islington,9780316274111,$26.00,716,NOVEL,hc,2017-08-22,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51xWXICigiL.jpg
1079,An Echo of Things to Come,James Islington,9780316274128,$13.99,,NOVEL,ebook,2017-08-22,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51od8X9o3YL.jpg
1080,Senlin Ascends,Josiah Bancroft,9780356510804,$4.99,,NOVEL,ebook,2017-08-22,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51eBh19yekL.jpg
1081,Senlin Ascends,Josiah Bancroft,9780316517904,$4.99,,NOVEL,ebook,2017-08-22,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/5195tYG9B9L.jpg
1082,Arm of the Sphinx,Josiah Bancroft,9780316517973,$4.99,,NOVEL,ebook,2017-08-22,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51U-3nFKarL.jpg
1083,Extinction Evolution,Nicholas Sansbury Smith,9780316558112,$9.99,348,NOVEL,tp,2017-08-29,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51TjGZUzyNL.jpg
1084,False Idols,Jon Hollins,9780316308281,$15.99,591,NOVEL,tp,2017-08-29,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51WY4%2BxTKvL.jpg
1085,Raising Fire,James Bennett,9780316390736,$15.99,384,NOVEL,tp,2017-08-29,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/61SkYWs0AvL.jpg
1086,Raising Fire,James Bennett,9780316390729,$9.99,,NOVEL,ebook,2017-08-29,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51JyEy1tkiL.jpg
1087,The War Dogs Trilogy,Greg Bear,9780316513333,$19.99,960,OMNIBUS,tp,2017-09-12,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51IlqD%2BKSeL.jpg
1088,The War Dogs Trilogy,Greg Bear,9780316513326,$13.99,,OMNIBUS,ebook,2017-09-12,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51kKNY3xThL.jpg
1089,The Imperial Radch Trilogy,Ann Leckie,9780316513319,$39.99,1248,OMNIBUS,tp,2017-09-19,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51d8gI-oKDL.jpg
1090,Successor's Promise,Trudi Canavan,9780316209281,$27.00,564,NOVEL,hc,2017-09-19,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/61aeExM2i0L.jpg
1091,Successor's Promise,Trudi Canavan,9780316324960,$13.99,,NOVEL,ebook,2017-09-19,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/61Mg7bYEXwL.jpg
1092,Extinction End,Nicholas Sansbury Smith,9780316558150,$9.99,442,NOVEL,tp,2017-09-26,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51qw8QE6NEL.jpg
1093,Emergence,Ken MacLeod,9780316363747,$9.99,402,NOVEL,tp,2017-09-26,Orbit (US),http://www.isfdb.org/wiki/images/c/c8/THCRPRTNWR2017.jpg
1094,Pariah,Jamie Sawyer,9780316433228,$9.99,439,NOVEL,tp,2017-09-26,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51HExAjnaQL.jpg
1095,Provenance,Ann Leckie,9780316388672,$26.00,439,NOVEL,hc,2017-09-26,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51HXlhyZVNL.jpg
1096,Emergence,Ken MacLeod,9780356505053,$9.99,,NOVEL,ebook,2017-09-26,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51BBwtbsdGL.jpg
1097,Provenance,Ann Leckie,9780316388634,$13.99,,NOVEL,ebook,2017-09-26,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51Gsr827o0L.jpg
1098,Pariah,Jamie Sawyer,9780356508115,$4.99,,NOVEL,ebook,2017-09-28,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51QsClMKcfL.jpg
1099,Mageborn,Stephen Aryan,9780316554787,$16.99,392,NOVEL,tp,2017-10-03,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51zmeINpOxL.jpg
1100,The Witcher,Andrzej Sapkowski,9780316438971,$39.99,1216,OMNIBUS,tp,2017-10-03,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51ckGI8q2oL.jpg
1101,Blood of Elves,Andrzej Sapkowski,9780316438988,$15.99,432,NOVEL,tp,2017-10-03,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51DWHKXcFaL.jpg
1102,Mageborn,Stephen Aryan,9780316554794,$11.99,,NOVEL,ebook,2017-10-03,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/516omFuyyML.jpg
1103,Mageborn,Stephen Aryan,9780356508467,$4.99,,NOVEL,ebook,2017-10-05,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51g8DMqGkUL.jpg
1104,Forbidden Suns,D. Nolan Clark,9780316355810,$16.99,593,NOVEL,tp,2017-10-17,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/5133L5fFvjL.jpg
1105,The Two of Swords: Volume One,K. J. Parker,9780316177726,$15.99,473,NOVEL,tp,2017-10-17,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/512wJ%2BQuCBL.jpg
1106,Forbidden Suns,D. Nolan Clark,9780316355803,$11.99,,NOVEL,ebook,2017-10-17,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51MZDh75DmL.jpg
1107,The Two of Swords: Volume One,K. J. Parker,9780316215381,$9.99,,NOVEL,ebook,2017-10-17,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/516yUZylJ%2BL.jpg
1108,The Tethered Mage,Melissa Caruso,9780316466875,$15.99,434,NOVEL,tp,2017-10-24,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51VEQxwi9TL.jpg
1109,Babylon's Ashes,James S. A. Corey,9780316217644,$16.99,536,NOVEL,tp,2017-10-24,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/512YgasYuxL.jpg
1110,The Tethered Mage,Melissa Caruso,9780316466868,$4.99,,NOVEL,ebook,2017-10-24,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51xuufNwyeL.jpg
1111,The Fall of Dragons,Miles Cameron,9780316302456,$11.99,,NOVEL,ebook,2017-10-31,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51NEMhckLJL.jpg
1112,The Fall of Dragons,Miles Cameron,9780316302449,$16.99,628,NOVEL,tp,2017-10-31,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/61WwCsPEkbL.jpg
1113,Malice of Crows,Lila Bowen,9780316502344,$25.00,344,NOVEL,hc,2017-10-31,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51VTCI2hMBL.jpg
1114,Extinction Aftermath,Nicholas Sansbury Smith,9780316558204,$9.99,377,NOVEL,tp,2017-10-31,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51oGfTHMbnL.jpg
1115,Malice of Crows,Lila Bowen,9780316502368,$13.99,,NOVEL,ebook,2017-10-31,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51LOzVLPUHL.jpg
