,title,author,isbn,cover_price,page_count,book_type,book_format,publication_date,publisher,cover_image
0,The Devil You Know,Mike Carey,9780446197175,$6.99,,NOVEL,ebook,2007-07-10,Orbit (US),http://ecx.images-amazon.com/images/I/51uK2qcQoiL.jpg
1,The Devil's Right Hand,Lilith Saintcrow,9780316021425,$6.99,391,NOVEL,pb,2007-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/51mYofAd-mL.jpg
2,Working for the Devil,Lilith Saintcrow,0316003131,$6.99,384,NOVEL,pb,2007-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/51VfQQlmhNL.jpg
3,The Innocent Mage,Karen Miller,9780316067805,$6.99,642,NOVEL,pb,2007-09-00,Orbit (US),http://images.amazon.com/images/P/0316067806.01.LZZZZZZZ.jpg
4,The Electric Church,Jeff Somers,9780316021722,$12.99,353+[9],NOVEL,tp,2007-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/41CX84CY9LL.jpg
5,Winterbirth,Brian Ruckley,9780316067690,$14.99,541,NOVEL,tp,2007-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/516mXcV7odL.jpg
6,Dead Man Rising,Lilith Saintcrow,9780316003148,$6.99,x+380,NOVEL,tp,2007-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/516A2mF7OSL.jpg
7,Dead Man Rising,Lilith Saintcrow,9780316019552,$7.99,,NOVEL,ebook,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/414tppODUkL.jpg
8,The Devil's Right Hand,Lilith Saintcrow,9780316019446,$6.99,,NOVEL,ebook,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51WcRu20T7L.jpg
9,Working for the Devil,Lilith Saintcrow,9780316019491,$6.99,,NOVEL,ebook,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51BHGCs66GL.jpg
10,The Electric Church,Jeff Somers,9780316019385,$6.99,,NOVEL,ebook,2007-09-25,Orbit (US),http://ecx.images-amazon.com/images/I/51Bdzy0RcLL.jpg
11,Devices and Desires,K. J. Parker,0316003387,$12.99,635,NOVEL,tp,2007-10-00,Orbit (US),http://images.amazon.com/images/P/0316003387.01.LZZZZZZZ.jpg
12,"Once Bitten, Twice Shy",Jennifer Rardin,9780316020466,$12.99,291,NOVEL,tp,2007-10-00,Orbit (US),http://ecx.images-amazon.com/images/I/51RHTblCwlL.jpg
13,The Awakened Mage,Karen Miller,0316067814,$7.99,712,NOVEL,pb,date unknown,Orbit (US),http://ecx.images-amazon.com/images/I/51G%2BFGSYgbL.jpg
14,"Once Bitten, Twice Shy",Jennifer Rardin,9780316022750,$6.99,,NOVEL,ebook,2007-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/51eHzqt4pFL.jpg
15,A Forest of Stars,Kevin J. Anderson,031600345X,$7.99,xvii+669,NOVEL,pb,2007-11-00,Orbit (US),http://ecx.images-amazon.com/images/I/41Ch2zsMXXL.jpg
16,Hidden Empire,Kevin J. Anderson,0316003441,$7.99,639,NOVEL,pb,2007-11-00,Orbit (US),http://ecx.images-amazon.com/images/I/41ndzQJw4ML.jpg
17,Horizon Storms,Kevin J. Anderson,0316003476,$7.99,xxvii+626,NOVEL,pb,2007-11-00,Orbit (US),http://ecx.images-amazon.com/images/I/514hu0sEbAL.jpg
18,Of Fire and Night,Kevin J. Anderson,9780316021739,$7.99,xiv+659,NOVEL,pb,2007-11-00,Orbit (US),http://www.isfdb.org/wiki/images/2/29/FFRNDNGHTB2007.jpg
19,Scattered Suns,Kevin J. Anderson,0316003484,$7.99,xvii+691,NOVEL,pb,2007-11-00,Orbit (US),http://ecx.images-amazon.com/images/I/51U7bKCWl8L.jpg
20,Evil for Evil,K. J. Parker,0316003395,$12.99,684,NOVEL,tp,2007-11-00,Orbit (US),http://ecx.images-amazon.com/images/I/612f1Pcd8VL.jpg
21,Saint City Sinners,Lilith Saintcrow,9780316021432,$6.99,371,NOVEL,pb,2007-11-00,Orbit (US),http://ecx.images-amazon.com/images/I/51vLxE6EUAL.jpg
22,Saint City Sinners,Lilith Saintcrow,9780316023276,$6.99,,NOVEL,ebook,2007-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51WaU2VpgjL.jpg
23,Metal Swarm,Kevin J. Anderson,9780316021746,$25.99,xiv+461,NOVEL,hc,2007-12-00,Orbit (US),http://www.isfdb.org/wiki/images/3/3b/MTLSWRMTHS2007.jpg
24,Another One Bites the Dust,Jennifer Rardin,9780316020572,$12.99,319,NOVEL,tp,2007-12-00,Orbit (US),http://ecx.images-amazon.com/images/I/41u71ENjppL.jpg
25,The Escapement,K. J. Parker,9780316003407,$12.99,409,NOVEL,tp,2007-12-00,Orbit (US),http://ecx.images-amazon.com/images/I/51XagOUVS%2BL.jpg
26,The Devil's Right Hand,Lilith Saintcrow,9780316021425,$6.99,391,NOVEL,pb,2007-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/51mYofAd-mL.jpg
27,Metal Swarm,Kevin J. Anderson,9780316024044,$6.99,,NOVEL,ebook,2007-12-00,Orbit (US),http://ecx.images-amazon.com/images/I/413PMBXrqjL.jpg
28,Another One Bites the Dust,Jennifer Rardin,9780316023979,$6.99,,NOVEL,ebook,2007-12-12,Orbit (US),http://ecx.images-amazon.com/images/I/51rX3B-A88L.jpg
29,The Ashes of Worlds,Kevin J. Anderson,9780316007573,$25.99,xvii+491,NOVEL,hc,2008-07-00,Orbit (US),http://www.isfdb.org/wiki/images/e/eb/THSHSFWRLC2008.jpg
30,Debatable Space,Philip Palmer,9780316018920,$12.99,488,NOVEL,tp,2008-01-00,Orbit (US),http://www.isfdb.org/wiki/images/a/a8/DBTBLSPCVC2008.jpg
31,To Hell and Back,Lilith Saintcrow,9780316001779,$6.99,389+[16],NOVEL,pb,2008-01-00,Orbit (US),http://www.isfdb.org/wiki/images/9/99/THLLNDBCKD2008.jpg
32,Across the Face of the World,Russell Kirkpatrick,9780316003414,$7.99,701,NOVEL,pb,2008-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/31C4FAJNJ5L.jpg
33,To Hell and Back,Lilith Saintcrow,9780316028394,$5.99,,NOVEL,ebook,2008-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51gNpyIuuML.jpg
34,Matter,Iain M. Banks,9780316005364,$25.99,593,NOVEL,hc,2008-02-00,Orbit (US),http://www.isfdb.org/wiki/images/8/80/MTTRKLMRJZ2008.jpg
35,Biting the Bullet,Jennifer Rardin,9780316020589,$12.99,315,NOVEL,tp,2008-02-00,Orbit (US),http://ecx.images-amazon.com/images/I/51wQ2A4C2wL.jpg
36,Matter,Iain M. Banks,9780316040723,$14.99,,NOVEL,ebook,2008-02-00,Orbit (US),
37,In the Earth Abides the Flame,Russell Kirkpatrick,9780316003421,$7.99,654,NOVEL,pb,2008-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/41UCyDfIP1L.jpg
38,Biting the Bullet,Jennifer Rardin,9780316029063,$6.99,,NOVEL,ebook,2008-02-11,Orbit (US),http://ecx.images-amazon.com/images/I/41I3WrEjlcL.jpg
39,Consider Phlebas,Iain M. Banks,9780316005388,$12.99,527,NOVEL,tp,2008-03-00,Orbit (US),http://www.isfdb.org/wiki/images/8/8d/CNSDRPHLBS2008.jpg
40,The Player of Games,Iain M. Banks,9780316005401,$12.99,405,NOVEL,tp,2008-03-00,Orbit (US),http://www.isfdb.org/wiki/images/5/51/THPLRFGMSV2008.jpg
41,Black Ships,Jo Graham,9780316068000,$14.99,424,NOVEL,tp,2008-03-00,Orbit (US),http://www.isfdb.org/wiki/images/5/51/BLCKSHPSHR2008.jpg
42,The Right Hand of God,Russell Kirkpatrick,9780316003438,$7.99,xiv+665,NOVEL,pb,2008-03-01,Orbit (US),http://www.isfdb.org/wiki/images/1/10/THRGHTHNDF2008.jpg
43,Orphan's Destiny,Robert Buettner,9780316019132,$6.99,302,NOVEL,pb,2008-04-00,Orbit (US),http://ecx.images-amazon.com/images/I/51a9CX0mj2L.jpg
44,Orphan's Journey,Robert Buettner,9780316001731,$6.99,390+[13],NOVEL,pb,2008-04-00,Orbit (US),http://www.isfdb.org/wiki/images/a/ae/RPHNSJRNJS2008.jpg
45,Orphanage,Robert Buettner,9780316019125,$6.99,303,NOVEL,pb,2008-04-00,Orbit (US),http://ecx.images-amazon.com/images/I/51hjziZEqKL.jpg
46,Blood Ties,Pamela Freeman,9780316030403,$12.99,461,NOVEL,tp,2008-04-00,Orbit (US),http://ecx.images-amazon.com/images/I/51Pm0sJLUoL.jpg
47,Empress,Karen Miller,9780316008358,$7.99,717+[20],NOVEL,pb,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51lMjADXwaL.jpg
48,Empress,Karen Miller,9780316032049,$6.99,,NOVEL,ebook,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51PUO4RgQOL.jpg
49,Orphan's Destiny,Robert Buettner,9780316032070,$6.99,,NOVEL,ebook,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51JHTWbbbwL.jpg
50,Orphan's Journey,Robert Buettner,9780316032056,$5.99,,NOVEL,ebook,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51IGI3nEICL.jpg
51,Orphanage,Robert Buettner,9780316032063,$6.99,,NOVEL,ebook,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51txLag%2BVLL.jpg
52,Blood Ties,Pamela Freeman,9780316032124,$8.99,,NOVEL,ebook,2008-04-07,Orbit (US),http://ecx.images-amazon.com/images/I/51Ibu0Oqe3L.jpg
53,The Digital Plague,Jeff Somers,9780316022101,$12.99,344,NOVEL,tp,2008-05-00,Orbit (US),http://ecx.images-amazon.com/images/I/518qWlJnMCL.jpg
54,The Last Wish,Andrzej Sapkowski,9780316029186,$6.99,359,COLLECTION,pb,2008-05-00,Orbit (US),http://ecx.images-amazon.com/images/I/51m9VB30tML.jpg
55,Winterbirth,Brian Ruckley,9780316068062,$7.99,655,NOVEL,pb,2008-05-00,Orbit (US),http://ecx.images-amazon.com/images/I/51-qxBPUzML.jpg
56,The Digital Plague,Jeff Somers,9780316032452,$6.99,,NOVEL,ebook,2008-05-12,Orbit (US),http://ecx.images-amazon.com/images/I/51dR8w0-MvL.jpg
57,Metal Swarm,Kevin J. Anderson,9780316021753,$7.99,xvi+639,NOVEL,pb,2008-06-00,Orbit (US),http://www.isfdb.org/wiki/images/9/92/MTLSWRMPLQ2008.jpg
58,Midnight Never Come,Marie Brennan,9780316020299,$14.99,379,NOVEL,tp,2008-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/41XsYKxtJUL.jpg
59,Bloodheir,Brian Ruckley,9780316067706,$14.99,519,NOVEL,tp,2008-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51xIH3lFSIL.jpg
60,Bloodheir,Brian Ruckley,9780316032629,$6.99,,NOVEL,ebook,2008-06-03,Orbit (US),http://ecx.images-amazon.com/images/I/51vxmX1oIdL.jpg
61,Midnight Never Come,Marie Brennan,9780316032643,$9.99,,NOVEL,ebook,2008-06-09,Orbit (US),http://ecx.images-amazon.com/images/I/51omDOAMWkL.jpg
62,The Ashes of Worlds,Kevin J. Anderson,9780316007573,$25.99,xvii+491,NOVEL,hc,2008-07-00,Orbit (US),http://www.isfdb.org/wiki/images/e/eb/THSHSFWRLC2008.jpg
63,Use of Weapons,Iain M. Banks,9780316030571,$12.99,486,NOVEL,tp,2008-07-00,Orbit (US),http://www.isfdb.org/wiki/images/7/75/SFWPNSCQDT2008.jpg
64,Night Shift,Lilith Saintcrow,9780316001786,$6.99,327,NOVEL,pb,2008-07-00,Orbit (US),http://g-ecx.images-amazon.com/images/G/01/ciu/36/15/7179c0a398a038f0263cb110.L.jpg
65,The Ashes of Worlds,Kevin J. Anderson,9780316032711,$6.99,,NOVEL,ebook,2008-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/411a5QELEzL.jpg
66,Night Shift,Lilith Saintcrow,9780316032728,$2.99,,NOVEL,ebook,2008-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51zyfzXKV4L.jpg
67,Vicious Circle,Mike Carey,9780446537605,$6.99,,NOVEL,ebook,2008-07-28,Orbit (US),http://ecx.images-amazon.com/images/I/51-N7V%2BaFUL.jpg
68,Bitten to Death,Jennifer Rardin,9780316022088,$12.99,301,NOVEL,tp,2008-08-00,Orbit (US),http://ecx.images-amazon.com/images/I/513TEG77R8L.jpg
69,Witch,Marie Brennan,9780316027069,$6.99,430,NOVEL,pb,2008-08-00,Orbit (US),http://www.isfdb.org/wiki/images/b/b0/WTCHBZQQLJ2008.jpg
70,Warrior,Marie Brennan,9780316027052,$6.99,405,NOVEL,pb,2008-08-00,Orbit (US),http://ecx.images-amazon.com/images/I/51wMijfihQL.jpg
71,Path of Revenge,Russell Kirkpatrick,9780316007153,$7.99,677,NOVEL,pb,2008-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/41yQkK7APHL.jpg
72,Warrior,Marie Brennan,9780316032865,$6.99,,NOVEL,ebook,2008-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51EIkdwWosL.jpg
73,Witch,Marie Brennan,9780316032872,$6.99,,NOVEL,ebook,2008-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ZsR39QGwL.jpg
74,Bitten to Death,Jennifer Rardin,9780316032919,$9.99,,NOVEL,ebook,2008-08-12,Orbit (US),http://ecx.images-amazon.com/images/I/51ODUTGKRxL.jpg
75,Hunter's Prayer,Lilith Saintcrow,9780316001762,$7.99,329,NOVEL,pb,2008-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/413e3br5SwL.jpg
76,Debatable Space,Philip Palmer,9780316068093,$7.99,560,NOVEL,pb,2008-09-00,Orbit (US),http://www.isfdb.org/wiki/images/1/1e/DBTBLSPCJK2008.jpg
77,The Riven Kingdom,Karen Miller,9780316008365,$7.99,560,NOVEL,pb,2008-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ytAtArMoL.jpg
78,Hunter's Prayer,Lilith Saintcrow,9780316039864,$4.99,,NOVEL,ebook,2008-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51WqMwCH-KL.jpg
79,The Riven Kingdom,Karen Miller,9780316039857,$6.99,,NOVEL,ebook,2008-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51efba24O-L.jpg
80,Orcs,Stan Nicholls,9780316033701,$15.99,769,OMNIBUS,tp,2008-09-08,Orbit (US),http://ecx.images-amazon.com/images/I/51YR1E13BeL.jpg
81,Orcs,Stan Nicholls,9780316042840,$9.99,,OMNIBUS,ebook,2008-09-08,Orbit (US),http://ecx.images-amazon.com/images/I/51rN4GPi16L.jpg
82,The Way of Shadows,Brent Weeks,9780316033671,$7.99,[4]+677,NOVEL,pb,2008-10-00,Orbit (US),http://www.isfdb.org/wiki/images/8/8e/THWFSHDWST2008.jpg
83,The Way of Shadows,Brent Weeks,9780316040228,$7.99,,NOVEL,ebook,2008-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51nCqvGOYeL.jpg
84,The Reality Dysfunction,Peter F. Hamilton,9780316021807,$16.99,viii+1108,NOVEL,tp,2008-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/41jS4kzGTqL.jpg
85,The Reality Dysfunction,Peter F. Hamilton,9780316040402,$9.99,,NOVEL,ebook,2008-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/41yPSRwKWQL.jpg
86,The Company,K. J. Parker,9780316038539,$24.99,432,NOVEL,hc,2008-10-29,Orbit (US),http://ecx.images-amazon.com/images/I/51KIpJE9USL.jpg
87,Deep Water,Pamela Freeman,9780316035637,$12.99,495,NOVEL,tp,2008-11-00,Orbit (US),http://www.isfdb.org/wiki/images/7/77/DPWTRTHCST2008.jpg
88,Shadow's Edge,Brent Weeks,0316033650,$7.99,[6]+645,NOVEL,pb,date unknown,Orbit (US),http://www.isfdb.org/wiki/images/7/71/SHDWSDGJRK2008.jpg
89,Orphan's Alliance,Robert Buettner,9780316001748,$7.99,308,NOVEL,pb,2008-11-00,Orbit (US),http://www.isfdb.org/wiki/images/4/41/RPHNSLLNCN0000.jpg
90,Orphan's Alliance,Robert Buettner,9780316040211,$6.99,,NOVEL,ebook,2008-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ucp2l8-4L.jpg
91,Shadow's Edge,Brent Weeks,9780316040389,$6.99,,NOVEL,ebook,2008-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ss1ClLT4L.jpg
92,Beyond the Shadows,Brent Weeks,9780316033664,$7.99 US,[6]+708,NOVEL,pb,2008-12-00,Orbit (US),http://www.isfdb.org/wiki/images/0/08/BNDTHSHDWS2008.jpg
93,Dark Heart,Russell Kirkpatrick,9780316007160,$7.99,704,NOVEL,pb,2008-12-01,Orbit (US),http://www.isfdb.org/wiki/images/4/4f/DRKHRTGBJP2008.jpg
94,Beyond the Shadows,Brent Weeks,9780316040273,$6.99,,NOVEL,ebook,2008-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51-FOlUTTNL.jpg
95,The Neutronium Alchemist,Peter F. Hamilton,9780316021814,$16.99,viii+1159,NOVEL,tp,2008-12-10,Orbit (US),http://images.amazon.com/images/P/0316021814.jpg
96,The Last Wish,Andrzej Sapkowski,9780316055086,$6.99,,COLLECTION,ebook,2008-12-14,Orbit (US),http://ecx.images-amazon.com/images/I/51qNAiZgAzL.jpg
97,Winterbirth,Brian Ruckley,9780316068314,$6.99,,NOVEL,ebook,2008-12-15,Orbit (US),http://ecx.images-amazon.com/images/I/519pdBxu0-L.jpg
98,Use of Weapons,Iain M. Banks,9780316068796,$9.99,,NOVEL,ebook,2008-12-22,Orbit (US),http://ecx.images-amazon.com/images/I/51wJo66dZRL.jpg
99,One More Bite,Jennifer Rardin,9780316022095,$12.99,312,NOVEL,tp,2009-01-00,Orbit (US),http://ecx.images-amazon.com/images/I/518u5Q0Cs%2BL.jpg
100,The Accidental Sorcerer,K. E. Mills,9780316035422,$7.99,551,NOVEL,pb,2009-01-00,Orbit (US),http://images.amazon.com/images/P/0316035424.01.LZZZZZZZ.jpg
101,Hammer of God,Karen Miller,9780316008372,$7.99,804,NOVEL,pb,2009-01-00,Orbit (US),http://ecx.images-amazon.com/images/I/51OPjzt%2B6GL.jpg
102,The Accidental Sorcerer,K. E. Mills,9780316053976,$6.99,,NOVEL,ebook,2009-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/41sCstt2GEL.jpg
103,Hammer of God,Karen Miller,9780316040792,$6.99,,NOVEL,ebook,2009-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51yw904Wk6L.jpg
104,One More Bite,Jennifer Rardin,9780316040761,$8.99,,NOVEL,ebook,2009-01-05,Orbit (US),http://ecx.images-amazon.com/images/I/51QdUeM6TGL.jpg
105,The Naked God,Peter F. Hamilton,9780316021821,$16.99,viii+1339,NOVEL,tp,2009-02-00,Orbit (US),
106,Matter,Iain M. Banks,9780316005371,$14.99,611,NOVEL,tp,2009-02-00,Orbit (US),http://ecx.images-amazon.com/images/I/51dJDBdBlJL.jpg
107,The Magician's Apprentice,Trudi Canavan,9780316037884,$24.99,593,NOVEL,hc,2009-02-00,Orbit (US),http://www.isfdb.org/wiki/images/0/03/THMGCNSPPR2009.jpg
108,The Naked God,Peter F. Hamilton,9780316069984,$9.99,,NOVEL,ebook,2009-02-11,Orbit (US),http://ecx.images-amazon.com/images/I/41-qxoEizpL.jpg
109,The Magician's Apprentice,Trudi Canavan,9780316069960,$6.99,,NOVEL,ebook,2009-02-23,Orbit (US),http://ecx.images-amazon.com/images/I/51Eq5DqGasL.jpg
110,The Way Between the Worlds,Ian Irvine,9780446556941,$4.99,,NOVEL,ebook,2009-02-28,Orbit (US),http://ecx.images-amazon.com/images/I/61Iq8tlWpsL.jpg
111,The Tower on the Rift,Ian Irvine,9780446556347,$4.99,,NOVEL,ebook,2009-02-28,Orbit (US),http://ecx.images-amazon.com/images/I/51Yw10%2BbqjL.jpg
112,Hand of Isis,Jo Graham,9780316068024,$14.99,508,NOVEL,tp,2009-03-00,Orbit (US),http://ecx.images-amazon.com/images/I/51PsCMv7gvL.jpg
113,This Is Not a Game,Walter Jon Williams,9780316003155,$24.99,369,NOVEL,hc,2009-03-24,Orbit (US),http://www.isfdb.org/wiki/images/f/f0/THSSNTGMNV2009.jpg
114,This Is Not a Game,Walter Jon Williams,9780316040440,$6.99,,NOVEL,ebook,2009-03-24,Orbit (US),http://ecx.images-amazon.com/images/I/51CzN49s19L.jpg
115,Red-Headed Stepchild,Jaye Wells,9780316037761,$7.99,328,NOVEL,pb,2009-04-00,Orbit (US),http://www.isfdb.org/wiki/images/3/33/RDHDDSTPCH2009.jpg
116,Orcs: Bad Blood,Stan Nicholls,9780316033695,$14.99,343,NOVEL,tp,2009-04-00,Orbit (US),http://ecx.images-amazon.com/images/I/51cIqEbxWLL.jpg
117,A Madness of Angels,Kate Griffin,9780316041256,$19.99,458,NOVEL,hc,2009-04-00,Orbit (US),http://ecx.images-amazon.com/images/I/51qwu3SHN%2BL.jpg
118,Bloodheir,Brian Ruckley,9780316068079,$7.99,620,NOVEL,pb,2009-04-00,Orbit (US),http://ecx.images-amazon.com/images/I/51x9o73d2LL.jpg
119,Deep Water,Pamela Freeman,9780316073431,$8.99,,NOVEL,ebook,2009-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ODFeqgEEL.jpg
120,Red-Headed Stepchild,Jaye Wells,9780316052955,$6.99,,NOVEL,ebook,2009-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51V1Z4IOJiL.jpg
121,A Madness of Angels,Kate Griffin,9780316052962,$6.99,,NOVEL,ebook,2009-04-06,Orbit (US),http://ecx.images-amazon.com/images/I/517B808wUjL.jpg
122,Orcs: Bad Blood,Stan Nicholls,9780316052825,$9.99,,NOVEL,ebook,2009-04-08,Orbit (US),http://ecx.images-amazon.com/images/I/51cIqEbxWLL.jpg
123,The Ashes of Worlds,Kevin J. Anderson,9780316007580,$7.99,xxii+694,NOVEL,pb,2009-05-00,Orbit (US),http://www.isfdb.org/wiki/images/6/61/THSHSFWRLD2009.jpg
124,Monster,A. Lee Martinez,9780316041263,$19.99,295,NOVEL,hc,2009-05-00,Orbit (US),http://ecx.images-amazon.com/images/I/51BZtU%2B0zzL.jpg
125,Fall of Thanes,Brian Ruckley,9780316067713,$14.99,469,NOVEL,tp,2009-05-00,Orbit (US),http://www.isfdb.org/wiki/images/6/6a/FLLFTHNSCR2009.jpg
126,Blood of Elves,Andrzej Sapkowski,9780316029193,$7.99,398,NOVEL,pb,2009-05-00,Orbit (US),http://ecx.images-amazon.com/images/I/518HdHpQDvL.jpg
127,Blood of Elves,Andrzej Sapkowski,9780316073714,$6.99,,NOVEL,ebook,2009-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51p%2BenRnEIL.jpg
128,Fall of Thanes,Brian Ruckley,9780316052979,$6.99,,NOVEL,ebook,2009-05-03,Orbit (US),http://ecx.images-amazon.com/images/I/51NOoFPfcGL.jpg
129,Monster,A. Lee Martinez,9780316071956,$6.99,,NOVEL,ebook,2009-05-11,Orbit (US),http://ecx.images-amazon.com/images/I/51DgxEYdMVL.jpg
130,Debatable Space,Philip Palmer,9780316075282,$6.99,,NOVEL,ebook,2009-05-30,Orbit (US),http://ecx.images-amazon.com/images/I/51xcbIHpXvL.jpg
131,The Edge of the World,Kevin J. Anderson,9780316004183,$14.99,593,NOVEL,tp,2009-06-00,Orbit (US),
132,Orphan's Triumph,Robert Buettner,9780316001755,$7.99,368,NOVEL,pb,2009-06-00,Orbit (US),http://www.isfdb.org/wiki/images/9/99/RPHNSTRMPB2009.jpg
133,In Ashes Lie,Marie Brennan,9780316020329,$14.99,viii+438,NOVEL,tp,2009-06-00,Orbit (US),http://www.isfdb.org/wiki/images/0/0a/NSHSLGZBKC2009.jpg
134,The Edge of the World,Kevin J. Anderson,9780316052870,$6.99,,NOVEL,ebook,2009-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51lxHrAzabL.jpg
135,Orphan's Triumph,Robert Buettner,9780316052849,$6.99,,NOVEL,ebook,2009-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51qzjeJStpL.jpg
136,In Ashes Lie,Marie Brennan,9780316052856,$9.99,,NOVEL,ebook,2009-06-10,Orbit (US),http://ecx.images-amazon.com/images/I/410D58nLZsL.jpg
137,The Company,K. J. Parker,9780316071277,$9.99,,NOVEL,ebook,2009-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/41iS5tuyZfL.jpg
138,Devices and Desires,K. J. Parker,9780316077477,$8.99,,NOVEL,ebook,2009-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/51hii-vbvdL.jpg
139,The Escapement,K. J. Parker,9780316077491,$8.99,,NOVEL,ebook,2009-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/51--iXrXasL.jpg
140,Evil for Evil,K. J. Parker,9780316077484,$8.99,,NOVEL,ebook,2009-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/61nKByTspFL.jpg
141,Witches Incorporated,K. E. Mills,9780316035446,$7.99,576,NOVEL,pb,2009-06-30,Orbit (US),
142,Best Served Cold,Joe Abercrombie,9780316044967,$24.99,632,NOVEL,hc,2009-07-00,Orbit (US),http://www.isfdb.org/wiki/images/b/bb/BSTSRVDCLF2009.jpg
143,"Once Bitten, Twice Shy",Jennifer Rardin,9780316043540,$7.99,368,NOVEL,pb,2009-07-00,Orbit (US),http://ecx.images-amazon.com/images/I/51vzJTDBqBL.jpg
144,Against a Dark Background,Iain M. Banks,9780316036375,$12.99,480,NOVEL,tp,2009-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51CM93X%2B4SL.jpg
145,Against a Dark Background,Iain M. Banks,9780316075947,$9.99,,NOVEL,ebook,2009-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51uKCBOmyJL.jpg
146,Witches Incorporated,K. E. Mills,9780316077941,$6.99,,NOVEL,ebook,2009-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51PRxA1xAAL.jpg
147,The Dwarves,Markus Heitz,9780316049443,$15.99,752,NOVEL,tp,2009-07-03,Orbit (US),http://ecx.images-amazon.com/images/I/41ArEb6Xt0L.jpg
148,Dead Men's Boots,Mike Carey,9780446551458,$6.99,,NOVEL,ebook,2009-07-23,Orbit (US),http://ecx.images-amazon.com/images/I/51Cs-TrXkwL.jpg
149,Best Served Cold,Joe Abercrombie,9780316079082,$6.99,,NOVEL,ebook,2009-07-29,Orbit (US),http://ecx.images-amazon.com/images/I/519kPrCXRKL.jpg
150,Another One Bites the Dust,Jennifer Rardin,9780316043557,$7.99,375,NOVEL,pb,2009-08-00,Orbit (US),http://ecx.images-amazon.com/images/I/51gbRfJRAQL.jpg
151,Redemption Alley,Lilith Saintcrow,9780316035460,$7.99,326,NOVEL,pb,2009-08-00,Orbit (US),http://www.isfdb.org/wiki/images/f/f1/RDMPTNLLWC2009.jpg
152,The Prodigal Mage,Karen Miller,9780316029209,$24.99,512,NOVEL,hc,2009-08-10,Orbit (US),http://ecx.images-amazon.com/images/I/51oAs80ZjEL.jpg
153,The Prodigal Mage,Karen Miller,9780316052900,$6.99,,NOVEL,ebook,2009-08-10,Orbit (US),http://ecx.images-amazon.com/images/I/51Qu6YY52qL.jpg
154,The Eternal Prison,Jeff Somers,9780316022118,$12.99,416,NOVEL,tp,2009-08-12,Orbit (US),http://ecx.images-amazon.com/images/I/41YEbFu-xOL.jpg
155,The Eternal Prison,Jeff Somers,9780316052924,$6.99,,NOVEL,ebook,2009-08-12,Orbit (US),http://ecx.images-amazon.com/images/I/51l7TsBjKXL.jpg
