,title,author,isbn,cover_price,page_count,book_type,book_format,publication_date,publisher,cover_image,approximate_word_count,publication_year
0,The Devil You Know,Mike Carey,9780446197175,6.99,,NOVEL,ebook,2007-07-10,Orbit (US),http://ecx.images-amazon.com/images/I/51uK2qcQoiL.jpg,142100.0,2007
1,The Devil You Know,Mike Carey,9780316511766,15.99,406,NOVEL,tp,2018-03-27,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51rd7R8y1hL.jpg,142100.0,2018
2,The Devil's Right Hand,Lilith Saintcrow,9780316021425,6.99,391,NOVEL,pb,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51mYofAd-mL.jpg,136850.0,2007
3,The Devil's Right Hand,Lilith Saintcrow,9780316019446,6.99,,NOVEL,ebook,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51WcRu20T7L.jpg,136850.0,2007
4,Working for the Devil,Lilith Saintcrow,0316003131,6.99,384,NOVEL,pb,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51VfQQlmhNL.jpg,134400.0,2007
5,Working for the Devil,Lilith Saintcrow,9780316019491,6.99,,NOVEL,ebook,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51BHGCs66GL.jpg,134400.0,2007
6,The Innocent Mage,Karen Miller,9780316067805,6.99,642,NOVEL,pb,2007-09-01,Orbit (US),http://images.amazon.com/images/P/0316067806.01.LZZZZZZZ.jpg,224700.0,2007
7,The Innocent Mage,Karen Miller,9780316212793,6.99,,NOVEL,ebook,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51eyifnanpL.jpg,224700.0,2011
8,The Electric Church,Jeff Somers,9780316021722,12.99,353+[9],NOVEL,tp,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/41CX84CY9LL.jpg,123550.0,2007
9,The Electric Church,Jeff Somers,9780316019385,6.99,,NOVEL,ebook,2007-09-25,Orbit (US),http://ecx.images-amazon.com/images/I/51Bdzy0RcLL.jpg,123550.0,2007
10,The Electric Church,Jeff Somers,9780316053938,7.99,390,NOVEL,pb,2009-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51QPPJKhe3L.jpg,123550.0,2009
11,Winterbirth,Brian Ruckley,9780316067690,14.99,541,NOVEL,tp,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/516mXcV7odL.jpg,189350.0,2007
12,Winterbirth,Brian Ruckley,9780316068062,7.99,655,NOVEL,pb,2008-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51-qxBPUzML.jpg,189350.0,2008
13,Winterbirth,Brian Ruckley,9780316068314,6.99,,NOVEL,ebook,2008-12-15,Orbit (US),http://ecx.images-amazon.com/images/I/519pdBxu0-L.jpg,189350.0,2008
14,Dead Man Rising,Lilith Saintcrow,9780316003148,6.99,x+380,NOVEL,tp,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/516A2mF7OSL.jpg,133000.0,2007
15,Dead Man Rising,Lilith Saintcrow,9780316019552,7.99,,NOVEL,ebook,2007-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/414tppODUkL.jpg,133000.0,2007
16,Devices and Desires,K. J. Parker,0316003387,12.99,635,NOVEL,tp,2007-10-01,Orbit (US),http://images.amazon.com/images/P/0316003387.01.LZZZZZZZ.jpg,222250.0,2007
17,Devices and Desires,K. J. Parker,9780316077477,8.99,,NOVEL,ebook,2009-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/51hii-vbvdL.jpg,222250.0,2009
18,"Once Bitten, Twice Shy",Jennifer Rardin,9780316020466,12.99,291,NOVEL,tp,2007-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51RHTblCwlL.jpg,101850.0,2007
19,"Once Bitten, Twice Shy",Jennifer Rardin,9780316022750,6.99,,NOVEL,ebook,2007-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/51eHzqt4pFL.jpg,101850.0,2007
20,"Once Bitten, Twice Shy",Jennifer Rardin,9780316043540,7.99,368,NOVEL,pb,2009-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51vzJTDBqBL.jpg,101850.0,2009
21,The Awakened Mage,Karen Miller,0316067814,7.99,712,NOVEL,pb,2007-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51G%2BFGSYgbL.jpg,249200.0,2007
22,The Awakened Mage,Karen Miller,9780316212779,6.99,,NOVEL,ebook,2011-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51a8DRe4-qL.jpg,249200.0,2011
23,A Forest of Stars,Kevin J. Anderson,031600345X,7.99,xvii+669,NOVEL,pb,2007-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/41Ch2zsMXXL.jpg,234150.0,2007
24,Hidden Empire,Kevin J. Anderson,0316003441,7.99,639,NOVEL,pb,2007-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/41ndzQJw4ML.jpg,223650.0,2007
25,Horizon Storms,Kevin J. Anderson,0316003476,7.99,xxvii+626,NOVEL,pb,2007-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/514hu0sEbAL.jpg,219100.0,2007
26,Of Fire and Night,Kevin J. Anderson,9780316021739,7.99,xiv+659,NOVEL,pb,2007-11-01,Orbit (US),http://www.isfdb.org/wiki/images/2/29/FFRNDNGHTB2007.jpg,230650.0,2007
27,Scattered Suns,Kevin J. Anderson,0316003484,7.99,xvii+691,NOVEL,pb,2007-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51U7bKCWl8L.jpg,241850.0,2007
28,Evil for Evil,K. J. Parker,0316003395,12.99,684,NOVEL,tp,2007-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/612f1Pcd8VL.jpg,239400.0,2007
29,Evil for Evil,K. J. Parker,9780316077484,8.99,,NOVEL,ebook,2009-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/61nKByTspFL.jpg,239400.0,2009
30,Saint City Sinners,Lilith Saintcrow,9780316021432,6.99,371,NOVEL,pb,2007-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51vLxE6EUAL.jpg,129850.0,2007
31,Saint City Sinners,Lilith Saintcrow,9780316023276,6.99,,NOVEL,ebook,2007-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51WaU2VpgjL.jpg,129850.0,2007
32,Metal Swarm,Kevin J. Anderson,9780316021746,25.99,xiv+461,NOVEL,hc,2007-12-01,Orbit (US),http://www.isfdb.org/wiki/images/3/3b/MTLSWRMTHS2007.jpg,161350.0,2007
33,Metal Swarm,Kevin J. Anderson,9780316024044,6.99,,NOVEL,ebook,2007-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/413PMBXrqjL.jpg,161350.0,2007
34,Metal Swarm,Kevin J. Anderson,9780316021753,7.99,xvi+639,NOVEL,pb,2008-06-01,Orbit (US),http://www.isfdb.org/wiki/images/9/92/MTLSWRMPLQ2008.jpg,161350.0,2008
35,Another One Bites the Dust,Jennifer Rardin,9780316020572,12.99,319,NOVEL,tp,2007-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/41u71ENjppL.jpg,111650.0,2007
36,Another One Bites the Dust,Jennifer Rardin,9780316023979,6.99,,NOVEL,ebook,2007-12-12,Orbit (US),http://ecx.images-amazon.com/images/I/51rX3B-A88L.jpg,111650.0,2007
37,Another One Bites the Dust,Jennifer Rardin,9780316043557,7.99,375,NOVEL,pb,2009-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51gbRfJRAQL.jpg,111650.0,2009
38,The Escapement,K. J. Parker,9780316003407,12.99,409,NOVEL,tp,2007-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51XagOUVS%2BL.jpg,143150.0,2007
39,The Escapement,K. J. Parker,9780316077491,8.99,,NOVEL,ebook,2009-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/51--iXrXasL.jpg,143150.0,2009
40,The Ashes of Worlds,Kevin J. Anderson,9780316007573,25.99,xvii+491,NOVEL,hc,2008-07-01,Orbit (US),http://www.isfdb.org/wiki/images/e/eb/THSHSFWRLC2008.jpg,171850.0,2008
41,The Ashes of Worlds,Kevin J. Anderson,9780316032711,6.99,,NOVEL,ebook,2008-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/411a5QELEzL.jpg,171850.0,2008
42,The Ashes of Worlds,Kevin J. Anderson,9780316007580,7.99,xxii+694,NOVEL,pb,2009-05-01,Orbit (US),http://www.isfdb.org/wiki/images/6/61/THSHSFWRLD2009.jpg,171850.0,2009
43,Debatable Space,Philip Palmer,9780316018920,12.99,488,NOVEL,tp,2008-01-01,Orbit (US),http://www.isfdb.org/wiki/images/a/a8/DBTBLSPCVC2008.jpg,170800.0,2008
44,Debatable Space,Philip Palmer,9780316068093,7.99,560,NOVEL,pb,2008-09-01,Orbit (US),http://www.isfdb.org/wiki/images/1/1e/DBTBLSPCJK2008.jpg,170800.0,2008
45,Debatable Space,Philip Palmer,9780316075282,6.99,,NOVEL,ebook,2009-05-30,Orbit (US),http://ecx.images-amazon.com/images/I/51xcbIHpXvL.jpg,170800.0,2009
46,To Hell and Back,Lilith Saintcrow,9780316001779,6.99,389+[16],NOVEL,pb,2008-01-01,Orbit (US),http://www.isfdb.org/wiki/images/9/99/THLLNDBCKD2008.jpg,136150.0,2008
47,To Hell and Back,Lilith Saintcrow,9780316028394,5.99,,NOVEL,ebook,2008-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51gNpyIuuML.jpg,136150.0,2008
48,Across the Face of the World,Russell Kirkpatrick,9780316003414,7.99,701,NOVEL,pb,2008-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/31C4FAJNJ5L.jpg,245350.0,2008
49,Matter,Iain M. Banks,9780316005364,25.99,593,NOVEL,hc,2008-02-01,Orbit (US),http://www.isfdb.org/wiki/images/8/80/MTTRKLMRJZ2008.jpg,207550.0,2008
50,Matter,Iain M. Banks,9780316040723,14.99,,NOVEL,ebook,2008-02-01,Orbit (US),,207550.0,2008
51,Matter,Iain M. Banks,9780316005371,14.99,611,NOVEL,tp,2009-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51dJDBdBlJL.jpg,207550.0,2009
52,Biting the Bullet,Jennifer Rardin,9780316020589,12.99,315,NOVEL,tp,2008-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51wQ2A4C2wL.jpg,110250.0,2008
53,Biting the Bullet,Jennifer Rardin,9780316029063,6.99,,NOVEL,ebook,2008-02-11,Orbit (US),http://ecx.images-amazon.com/images/I/41I3WrEjlcL.jpg,110250.0,2008
54,Biting the Bullet,Jennifer Rardin,9780316043564,7.99,400,NOVEL,pb,2009-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51jsytcDDKL.jpg,110250.0,2009
55,In the Earth Abides the Flame,Russell Kirkpatrick,9780316003421,7.99,654,NOVEL,pb,2008-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/41UCyDfIP1L.jpg,228900.0,2008
56,Consider Phlebas,Iain M. Banks,9780316005388,12.99,527,NOVEL,tp,2008-03-01,Orbit (US),http://www.isfdb.org/wiki/images/8/8d/CNSDRPHLBS2008.jpg,184450.0,2008
57,Consider Phlebas,Iain M. Banks,9780316095839,9.99,,NOVEL,ebook,2009-11-11,Orbit (US),http://ecx.images-amazon.com/images/I/518QAQiK0SL.jpg,184450.0,2009
58,The Player of Games,Iain M. Banks,9780316005401,12.99,405,NOVEL,tp,2008-03-01,Orbit (US),http://www.isfdb.org/wiki/images/5/51/THPLRFGMSV2008.jpg,141750.0,2008
59,The Player of Games,Iain M. Banks,9780316095860,9.99,,NOVEL,ebook,2009-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51xmnNnXhfL.jpg,141750.0,2009
60,Black Ships,Jo Graham,9780316068000,14.99,424,NOVEL,tp,2008-03-01,Orbit (US),http://www.isfdb.org/wiki/images/5/51/BLCKSHPSHR2008.jpg,148400.0,2008
61,Black Ships,Jo Graham,9780316067997,7.99,455,NOVEL,pb,2009-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51V2sdwBLSL.jpg,148400.0,2009
62,The Right Hand of God,Russell Kirkpatrick,9780316003438,7.99,xiv+665,NOVEL,pb,2008-03-01,Orbit (US),http://www.isfdb.org/wiki/images/1/10/THRGHTHNDF2008.jpg,232750.0,2008
63,Orphan's Destiny,Robert Buettner,9780316019132,6.99,302,NOVEL,pb,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51a9CX0mj2L.jpg,105700.0,2008
64,Orphan's Destiny,Robert Buettner,9780316032070,6.99,,NOVEL,ebook,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51JHTWbbbwL.jpg,105700.0,2008
65,Orphan's Journey,Robert Buettner,9780316001731,6.99,390+[13],NOVEL,pb,2008-04-01,Orbit (US),http://www.isfdb.org/wiki/images/a/ae/RPHNSJRNJS2008.jpg,136500.0,2008
66,Orphan's Journey,Robert Buettner,9780316032056,5.99,,NOVEL,ebook,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51IGI3nEICL.jpg,136500.0,2008
67,Orphanage,Robert Buettner,9780316019125,6.99,303,NOVEL,pb,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51hjziZEqKL.jpg,106050.0,2008
68,Orphanage,Robert Buettner,9780316032063,6.99,,NOVEL,ebook,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51txLag%2BVLL.jpg,106050.0,2008
69,Blood Ties,Pamela Freeman,9780316030403,12.99,461,NOVEL,tp,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Pm0sJLUoL.jpg,161350.0,2008
70,Blood Ties,Pamela Freeman,9780316032124,8.99,,NOVEL,ebook,2008-04-07,Orbit (US),http://ecx.images-amazon.com/images/I/51Ibu0Oqe3L.jpg,161350.0,2008
71,Empress,Karen Miller,9780316008358,7.99,717+[20],NOVEL,pb,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51lMjADXwaL.jpg,250950.0,2008
72,Empress,Karen Miller,9780316032049,6.99,,NOVEL,ebook,2008-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51PUO4RgQOL.jpg,250950.0,2008
73,The Digital Plague,Jeff Somers,9780316022101,12.99,344,NOVEL,tp,2008-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/518qWlJnMCL.jpg,120400.0,2008
74,The Digital Plague,Jeff Somers,9780316032452,6.99,,NOVEL,ebook,2008-05-12,Orbit (US),http://ecx.images-amazon.com/images/I/51dR8w0-MvL.jpg,120400.0,2008
75,The Digital Plague,Jeff Somers,9780316053945,7.99,390,NOVEL,pb,2009-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51UBa2AOu3L.jpg,120400.0,2009
76,The Last Wish,Andrzej Sapkowski,9780316029186,6.99,359,COLLECTION,pb,2008-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51m9VB30tML.jpg,125650.0,2008
77,The Last Wish,Andrzej Sapkowski,9780316055086,6.99,,COLLECTION,ebook,2008-12-14,Orbit (US),http://ecx.images-amazon.com/images/I/51qNAiZgAzL.jpg,125650.0,2008
78,The Last Wish,Andrzej Sapkowski,9780316438964,15.99,320,COLLECTION,tp,2017-07-18,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51eHtkVLL5L.jpg,125650.0,2017
79,Midnight Never Come,Marie Brennan,9780316020299,14.99,379,NOVEL,tp,2008-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/41XsYKxtJUL.jpg,132650.0,2008
80,Midnight Never Come,Marie Brennan,9780316032643,9.99,,NOVEL,ebook,2008-06-09,Orbit (US),http://ecx.images-amazon.com/images/I/51omDOAMWkL.jpg,132650.0,2008
81,Bloodheir,Brian Ruckley,9780316067706,14.99,519,NOVEL,tp,2008-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51xIH3lFSIL.jpg,181650.0,2008
82,Bloodheir,Brian Ruckley,9780316032629,6.99,,NOVEL,ebook,2008-06-03,Orbit (US),http://ecx.images-amazon.com/images/I/51vxmX1oIdL.jpg,181650.0,2008
83,Bloodheir,Brian Ruckley,9780316068079,7.99,620,NOVEL,pb,2009-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51x9o73d2LL.jpg,181650.0,2009
84,Use of Weapons,Iain M. Banks,9780316030571,12.99,486,NOVEL,tp,2008-07-01,Orbit (US),http://www.isfdb.org/wiki/images/7/75/SFWPNSCQDT2008.jpg,170100.0,2008
85,Use of Weapons,Iain M. Banks,9780316068796,9.99,,NOVEL,ebook,2008-12-22,Orbit (US),http://ecx.images-amazon.com/images/I/51wJo66dZRL.jpg,170100.0,2008
86,Night Shift,Lilith Saintcrow,9780316001786,6.99,327,NOVEL,pb,2008-07-01,Orbit (US),http://g-ecx.images-amazon.com/images/G/01/ciu/36/15/7179c0a398a038f0263cb110.L.jpg,114450.0,2008
87,Night Shift,Lilith Saintcrow,9780316032728,2.99,,NOVEL,ebook,2008-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51zyfzXKV4L.jpg,114450.0,2008
88,Vicious Circle,Mike Carey,9780446537605,6.99,,NOVEL,ebook,2008-07-28,Orbit (US),http://ecx.images-amazon.com/images/I/51-N7V%2BaFUL.jpg,152950.0,2008
89,Vicious Circle,Mike Carey,9780316511780,15.99,437,NOVEL,tp,2018-04-24,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51cU35aSH0L.jpg,152950.0,2018
90,Bitten to Death,Jennifer Rardin,9780316022088,12.99,301,NOVEL,tp,2008-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/513TEG77R8L.jpg,105350.0,2008
91,Bitten to Death,Jennifer Rardin,9780316032919,9.99,,NOVEL,ebook,2008-08-12,Orbit (US),http://ecx.images-amazon.com/images/I/51ODUTGKRxL.jpg,105350.0,2008
92,Bitten to Death,Jennifer Rardin,9780316075541,7.99,320,NOVEL,pb,2010-10-01,Orbit (US),,105350.0,2010
93,Witch,Marie Brennan,9780316027069,6.99,430,NOVEL,pb,2008-08-01,Orbit (US),http://www.isfdb.org/wiki/images/b/b0/WTCHBZQQLJ2008.jpg,150500.0,2008
94,Witch,Marie Brennan,9780316032872,6.99,,NOVEL,ebook,2008-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ZsR39QGwL.jpg,150500.0,2008
95,Warrior,Marie Brennan,9780316027052,6.99,405,NOVEL,pb,2008-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51wMijfihQL.jpg,141750.0,2008
96,Warrior,Marie Brennan,9780316032865,6.99,,NOVEL,ebook,2008-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51EIkdwWosL.jpg,141750.0,2008
97,Path of Revenge,Russell Kirkpatrick,9780316007153,7.99,677,NOVEL,pb,2008-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/41yQkK7APHL.jpg,236950.0,2008
98,Hunter's Prayer,Lilith Saintcrow,9780316001762,7.99,329,NOVEL,pb,2008-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/413e3br5SwL.jpg,115150.0,2008
99,Hunter's Prayer,Lilith Saintcrow,9780316039864,4.99,,NOVEL,ebook,2008-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51WqMwCH-KL.jpg,115150.0,2008
100,The Riven Kingdom,Karen Miller,9780316008365,7.99,560,NOVEL,pb,2008-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ytAtArMoL.jpg,196000.0,2008
101,The Riven Kingdom,Karen Miller,9780316039857,6.99,,NOVEL,ebook,2008-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51efba24O-L.jpg,196000.0,2008
102,Orcs,Stan Nicholls,9780316033701,15.99,769,OMNIBUS,tp,2008-09-08,Orbit (US),http://ecx.images-amazon.com/images/I/51YR1E13BeL.jpg,269150.0,2008
103,Orcs,Stan Nicholls,9780316042840,9.99,,OMNIBUS,ebook,2008-09-08,Orbit (US),http://ecx.images-amazon.com/images/I/51rN4GPi16L.jpg,269150.0,2008
104,The Way of Shadows,Brent Weeks,9780316033671,7.99,[4]+677,NOVEL,pb,2008-10-01,Orbit (US),http://www.isfdb.org/wiki/images/8/8e/THWFSHDWST2008.jpg,236950.0,2008
105,The Way of Shadows,Brent Weeks,9780316040228,7.99,,NOVEL,ebook,2008-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51nCqvGOYeL.jpg,236950.0,2008
106,The Reality Dysfunction,Peter F. Hamilton,9780316021807,16.99,viii+1108,NOVEL,tp,2008-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/41jS4kzGTqL.jpg,387800.0,2008
107,The Reality Dysfunction,Peter F. Hamilton,9780316040402,9.99,,NOVEL,ebook,2008-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/41yPSRwKWQL.jpg,387800.0,2008
108,The Company,K. J. Parker,9780316038539,24.99,432,NOVEL,hc,2008-10-29,Orbit (US),http://ecx.images-amazon.com/images/I/51KIpJE9USL.jpg,151200.0,2008
109,The Company,K. J. Parker,9780316071277,9.99,,NOVEL,ebook,2009-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/41iS5tuyZfL.jpg,151200.0,2009
110,The Company,K. J. Parker,9780316038522,14.99,432,NOVEL,tp,2009-09-24,Orbit (US),http://ecx.images-amazon.com/images/I/51WYMB2aYZL.jpg,151200.0,2009
111,Deep Water,Pamela Freeman,9780316035637,12.99,495,NOVEL,tp,2008-11-01,Orbit (US),http://www.isfdb.org/wiki/images/7/77/DPWTRTHCST2008.jpg,173250.0,2008
112,Deep Water,Pamela Freeman,9780316073431,8.99,,NOVEL,ebook,2009-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ODFeqgEEL.jpg,173250.0,2009
113,Shadow's Edge,Brent Weeks,0316033650,7.99,[6]+645,NOVEL,pb,2008-11-01,Orbit (US),http://www.isfdb.org/wiki/images/7/71/SHDWSDGJRK2008.jpg,225750.0,2008
114,Shadow's Edge,Brent Weeks,9780316040389,6.99,,NOVEL,ebook,2008-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ss1ClLT4L.jpg,225750.0,2008
115,Orphan's Alliance,Robert Buettner,9780316001748,7.99,308,NOVEL,pb,2008-11-01,Orbit (US),http://www.isfdb.org/wiki/images/4/41/RPHNSLLNCN0000.jpg,107800.0,2008
116,Orphan's Alliance,Robert Buettner,9780316040211,6.99,,NOVEL,ebook,2008-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ucp2l8-4L.jpg,107800.0,2008
117,Beyond the Shadows,Brent Weeks,9780316033664,7.99,[6]+708,NOVEL,pb,2008-12-01,Orbit (US),http://www.isfdb.org/wiki/images/0/08/BNDTHSHDWS2008.jpg,247800.0,2008
118,Beyond the Shadows,Brent Weeks,9780316040273,6.99,,NOVEL,ebook,2008-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51-FOlUTTNL.jpg,247800.0,2008
119,Dark Heart,Russell Kirkpatrick,9780316007160,7.99,704,NOVEL,pb,2008-12-01,Orbit (US),http://www.isfdb.org/wiki/images/4/4f/DRKHRTGBJP2008.jpg,246400.0,2008
120,The Neutronium Alchemist,Peter F. Hamilton,9780316021814,16.99,viii+1159,NOVEL,tp,2008-12-10,Orbit (US),http://images.amazon.com/images/P/0316021814.jpg,405650.0,2008
121,The Neutronium Alchemist,Peter F. Hamilton,9780316086561,9.99,,NOVEL,ebook,2009-09-05,Orbit (US),http://ecx.images-amazon.com/images/I/41xcf-O-Y2L.jpg,405650.0,2009
122,One More Bite,Jennifer Rardin,9780316022095,12.99,312,NOVEL,tp,2009-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/518u5Q0Cs%2BL.jpg,109200.0,2009
123,One More Bite,Jennifer Rardin,9780316040761,8.99,,NOVEL,ebook,2009-01-05,Orbit (US),http://ecx.images-amazon.com/images/I/51QdUeM6TGL.jpg,109200.0,2009
124,The Accidental Sorcerer,K. E. Mills,9780316035422,7.99,551,NOVEL,pb,2009-01-01,Orbit (US),http://images.amazon.com/images/P/0316035424.01.LZZZZZZZ.jpg,192850.0,2009
125,The Accidental Sorcerer,K. E. Mills,9780316053976,6.99,,NOVEL,ebook,2009-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/41sCstt2GEL.jpg,192850.0,2009
126,Hammer of God,Karen Miller,9780316008372,7.99,804,NOVEL,pb,2009-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51OPjzt%2B6GL.jpg,281400.0,2009
127,Hammer of God,Karen Miller,9780316040792,6.99,,NOVEL,ebook,2009-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51yw904Wk6L.jpg,281400.0,2009
128,The Naked God,Peter F. Hamilton,9780316021821,16.99,viii+1339,NOVEL,tp,2009-02-01,Orbit (US),,468650.0,2009
129,The Naked God,Peter F. Hamilton,9780316069984,9.99,,NOVEL,ebook,2009-02-11,Orbit (US),http://ecx.images-amazon.com/images/I/41-qxoEizpL.jpg,468650.0,2009
130,The Magician's Apprentice,Trudi Canavan,9780316037884,24.99,593,NOVEL,hc,2009-02-01,Orbit (US),http://www.isfdb.org/wiki/images/0/03/THMGCNSPPR2009.jpg,207550.0,2009
131,The Magician's Apprentice,Trudi Canavan,9780316069960,6.99,,NOVEL,ebook,2009-02-23,Orbit (US),http://ecx.images-amazon.com/images/I/51Eq5DqGasL.jpg,207550.0,2009
132,The Magician's Apprentice,Trudi Canavan,9780316037877,7.99,800,NOVEL,pb,2010-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51WsGDOCF2L.jpg,207550.0,2010
133,The Way Between the Worlds,Ian Irvine,9780446556941,4.99,,NOVEL,ebook,2009-02-28,Orbit (US),http://ecx.images-amazon.com/images/I/61Iq8tlWpsL.jpg,,2009
134,The Tower on the Rift,Ian Irvine,9780446556347,4.99,,NOVEL,ebook,2009-02-28,Orbit (US),http://ecx.images-amazon.com/images/I/51Yw10%2BbqjL.jpg,,2009
135,Hand of Isis,Jo Graham,9780316068024,14.99,508,NOVEL,tp,2009-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/51PsCMv7gvL.jpg,177800.0,2009
136,Hand of Isis,Jo Graham,9780316068017,7.99,656,NOVEL,pb,2010-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51au-3xj5BL.jpg,177800.0,2010
137,This Is Not a Game,Walter Jon Williams,9780316003155,24.99,369,NOVEL,hc,2009-03-24,Orbit (US),http://www.isfdb.org/wiki/images/f/f0/THSSNTGMNV2009.jpg,129150.0,2009
138,This Is Not a Game,Walter Jon Williams,9780316040440,6.99,,NOVEL,ebook,2009-03-24,Orbit (US),http://ecx.images-amazon.com/images/I/51CzN49s19L.jpg,129150.0,2009
139,This Is Not a Game,Walter Jon Williams,9780316003162,7.99,483,NOVEL,pb,2010-01-01,Orbit (US),http://www.isfdb.org/wiki/images/d/d7/THSSNTGMMM2010.jpg,129150.0,2010
140,Red-Headed Stepchild,Jaye Wells,9780316037761,7.99,328,NOVEL,pb,2009-04-01,Orbit (US),http://www.isfdb.org/wiki/images/3/33/RDHDDSTPCH2009.jpg,114800.0,2009
141,Red-Headed Stepchild,Jaye Wells,9780316052955,6.99,,NOVEL,ebook,2009-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51V1Z4IOJiL.jpg,114800.0,2009
142,Orcs: Bad Blood,Stan Nicholls,9780316033695,14.99,343,NOVEL,tp,2009-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51cIqEbxWLL.jpg,120050.0,2009
143,Orcs: Bad Blood,Stan Nicholls,9780316052825,9.99,,NOVEL,ebook,2009-04-08,Orbit (US),http://ecx.images-amazon.com/images/I/51cIqEbxWLL.jpg,120050.0,2009
144,A Madness of Angels,Kate Griffin,9780316041256,19.99,458,NOVEL,hc,2009-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51qwu3SHN%2BL.jpg,160300.0,2009
