,title,author,isbn,cover_price,page_count,book_type,book_format,publication_date,publisher,cover_image,approximate_word_count,publication_year
626,The Red Plague Affair,Lilith Saintcrow,9780316183734,14.0,311,NOVEL,tp,2013-05-01,Orbit (US),http://ecx.images-amazon.com/images/I/51uFYeTSppL.jpg,108850.0,2013
627,The Red Plague Affair,Lilith Saintcrow,9780316253697,9.99,,NOVEL,ebook,2013-05-21,Orbit (US),http://ecx.images-amazon.com/images/I/51J8KTt4YAL.jpg,108850.0,2013
628,The Belly of the Bow,K. J. Parker,9780316233323,9.99,,NOVEL,ebook,2013-05-07,Orbit (US),http://ecx.images-amazon.com/images/I/4123xjk50sL.jpg,,2013
629,Colours in the Steel,K. J. Parker,9780316233033,2.99,,NOVEL,ebook,2013-05-07,Orbit (US),http://ecx.images-amazon.com/images/I/51BWow%2BH8GL.jpg,,2013
630,Memory,K. J. Parker,9780316233057,9.99,,NOVEL,ebook,2013-05-07,Orbit (US),http://ecx.images-amazon.com/images/I/51cNNFhyhlL.jpg,,2013
631,Pattern,K. J. Parker,9780316233415,9.99,,NOVEL,ebook,2013-05-07,Orbit (US),http://ecx.images-amazon.com/images/I/51SPsIkMFRL.jpg,,2013
632,The Proof House,K. J. Parker,9780316233231,9.99,,NOVEL,ebook,2013-05-07,Orbit (US),http://ecx.images-amazon.com/images/I/51cUVnt5jCL.jpg,,2013
633,Shadow,K. J. Parker,9780316233040,9.99,,NOVEL,ebook,2013-05-07,Orbit (US),http://ecx.images-amazon.com/images/I/511ryuMUD5L.jpg,,2013
634,The Tyrant's Law,Daniel Abraham,9780316080705,17.0,[10]+513,NOVEL,tp,2013-05-14,Orbit (US),http://www.isfdb.org/wiki/images/6/60/THTRNTSLWV2013.jpg,179550.0,2013
635,The Tyrant's Law,Daniel Abraham,9780316235549,9.99,,NOVEL,ebook,2013-05-14,Orbit (US),http://ecx.images-amazon.com/images/I/516uOTq4dFL.jpg,179550.0,2013
636,The Shambling Guide to New York City,Mur Lafferty,9780316221177,15.0,339,NOVEL,tp,2013-05-28,Orbit (US),http://ecx.images-amazon.com/images/I/51UA4nhhEXL.jpg,118650.0,2013
637,The Shambling Guide to New York City,Mur Lafferty,9780316221160,9.99,,NOVEL,ebook,2013-05-28,Orbit (US),http://ecx.images-amazon.com/images/I/51Gfj6iYzsL.jpg,118650.0,2013
638,Tempest Reborn,Nicole Peeler,9780316128100,8.0,xii+351,NOVEL,pb,2013-05-28,Orbit (US),http://ecx.images-amazon.com/images/I/51FiXO-U6FL.jpg,122850.0,2013
639,Tempest Reborn,Nicole Peeler,9780316235501,7.99,,NOVEL,ebook,2013-05-28,Orbit (US),http://ecx.images-amazon.com/images/I/51cPh0nsr8L.jpg,122850.0,2013
640,Abaddon's Gate,James S. A. Corey,9780316129077,17.0,566,NOVEL,tp,2013-06-01,Orbit (US),http://www.isfdb.org/wiki/images/b/b5/BDDNSGTTHX2013.jpg,198100.0,2013
641,Abaddon's Gate,James S. A. Corey,9780316235426,9.99,,NOVEL,ebook,2013-06-04,Orbit (US),http://ecx.images-amazon.com/images/I/51faT-65UgL.jpg,198100.0,2013
642,Love Minus Eighty,Will McIntosh,9780316217781,16.0,402,NOVEL,tp,2013-06-11,Orbit (US),http://ecx.images-amazon.com/images/I/41YNUITJp9L.jpg,140700.0,2013
643,Love Minus Eighty,Will McIntosh,9780316217774,9.99,,NOVEL,ebook,2013-06-11,Orbit (US),http://ecx.images-amazon.com/images/I/41rcBLO4UrL.jpg,140700.0,2013
644,Before the Fall,Francis Knight,9780316217705,15.0,363,NOVEL,tp,2013-06-18,Orbit (US),http://ecx.images-amazon.com/images/I/51UDzqBfXLL.jpg,127050.0,2013
645,Before the Fall,Francis Knight,9780316217729,9.99,,NOVEL,ebook,2013-06-18,Orbit (US),http://ecx.images-amazon.com/images/I/51BkOYPKqML.jpg,127050.0,2013
646,Cold Steel,Kate Elliott,9780316080903,18.0,597,NOVEL,tp,2013-06-25,Orbit (US),http://ecx.images-amazon.com/images/I/51cDFHPdtxL.jpg,208950.0,2013
647,Cold Steel,Kate Elliott,9780316215152,9.99,,NOVEL,ebook,2013-06-25,Orbit (US),http://ecx.images-amazon.com/images/I/51Eab9dKlZL.jpg,208950.0,2013
648,The Glass God,Kate Griffin,9780316187275,15.0,447,NOVEL,tp,2013-07-09,Orbit (US),http://ecx.images-amazon.com/images/I/51kdE0g2THL.jpg,156450.0,2013
649,The Glass God,Kate Griffin,9780316235525,9.99,,NOVEL,ebook,2013-07-09,Orbit (US),http://ecx.images-amazon.com/images/I/511yOLNN96L.jpg,156450.0,2013
650,"How Green This Land, How Blue This Sea",Mira Grant,9780316218986,2.99,,CHAPBOOK,ebook,2013-07-15,Orbit (US),http://ecx.images-amazon.com/images/I/61Tf0oRzf-L.jpg,,2013
651,Helen & Troy's Epic Road Quest,A. Lee Martinez,9780316226431,15.0,340+[13],NOVEL,tp,2013-07-16,Orbit (US),http://ecx.images-amazon.com/images/I/510KlzScpsL.jpg,119000.0,2013
652,Helen & Troy's Epic Road Quest,A. Lee Martinez,9780316226448,9.99,,NOVEL,ebook,2013-07-16,Orbit (US),http://ecx.images-amazon.com/images/I/51VcszB01pL.jpg,119000.0,2013
653,Last Blood,Kristen Painter,9780316200189,8.0,436,NOVEL,pb,2013-07-30,Orbit (US),http://ecx.images-amazon.com/images/I/51Cexfq2G1L.jpg,152600.0,2013
654,Last Blood,Kristen Painter,9780316235440,7.99,,NOVEL,ebook,2013-07-30,Orbit (US),http://ecx.images-amazon.com/images/I/51ngqKLoCsL.jpg,152600.0,2013
655,The Crown Tower,Michael J. Sullivan,9780316243711,16.0,377,NOVEL,tp,2013-08-06,Orbit (US),http://ecx.images-amazon.com/images/I/51uOMInw8AL.jpg,131950.0,2013
656,The Crown Tower,Michael J. Sullivan,9780316243704,9.99,,NOVEL,ebook,2013-08-06,Orbit (US),http://ecx.images-amazon.com/images/I/51jIQA2jq9L.jpg,131950.0,2013
657,The Time of Contempt,Andrzej Sapkowski,9780316219136,15.0,331,NOVEL,tp,2013-08-27,Orbit (US),http://ecx.images-amazon.com/images/I/51QyATbAmJL.jpg,115850.0,2013
658,The Time of Contempt,Andrzej Sapkowski,9780316219143,9.99,,NOVEL,ebook,2013-08-27,Orbit (US),http://ecx.images-amazon.com/images/I/51oSVsK5dsL.jpg,115850.0,2013
659,Shaman,Kim Stanley Robinson,9780316098076,27.0,456,NOVEL,hc,2013-09-01,Orbit (US),http://www.isfdb.org/wiki/images/3/3d/SHMNQPFFSB2013.jpg,159600.0,2013
660,Shaman,Kim Stanley Robinson,9780316235570,12.99,,NOVEL,ebook,2013-09-03,Orbit (US),http://ecx.images-amazon.com/images/I/51kGTWmniSL.jpg,159600.0,2013
661,Shaman,Kim Stanley Robinson,9780316098083,17.0,468,NOVEL,tp,2014-06-10,Orbit (US),http://www.isfdb.org/wiki/images/3/31/SHMNNVRFBB2014.jpg,159600.0,2014
662,The Rose and the Thorn,Michael J. Sullivan,9780316243728,16.0,355,NOVEL,tp,2013-09-17,Orbit (US),http://ecx.images-amazon.com/images/I/512nSi2JK9L.jpg,124250.0,2013
663,The Rose and the Thorn,Michael J. Sullivan,9780316243735,9.99,,NOVEL,ebook,2013-09-17,Orbit (US),http://ecx.images-amazon.com/images/I/51GsM8UhdmL.jpg,124250.0,2013
664,The Heist,Will McIntosh,9780316368940,1.99,,CHAPBOOK,ebook,2013-09-17,Orbit (US),http://ecx.images-amazon.com/images/I/51NpHXKQoeL.jpg,,2013
665,Charming,Elliott James,9780316253390,15.0,366,NOVEL,tp,2013-09-24,Orbit (US),http://ecx.images-amazon.com/images/I/51YNjyWKx5L.jpg,128100.0,2013
666,Charming,Elliott James,9780316253383,9.99,,NOVEL,ebook,2013-09-24,Orbit (US),http://ecx.images-amazon.com/images/I/51Bs-btll-L.jpg,128100.0,2013
667,Don't Go Chasing Waterfalls,Elliott James,9780316253468,1.99,,CHAPBOOK,ebook,2013-09-26,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/515jyJUX5cL.jpg,,2013
668,Ancillary Justice,Ann Leckie,9780316246620,15.0,409,NOVEL,tp,2013-10-01,Orbit (US),http://www.isfdb.org/wiki/images/0/0a/NCLLRJSTCD2013.jpg,143150.0,2013
669,Ancillary Justice,Ann Leckie,9780316246637,9.99,,NOVEL,ebook,2013-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51BxgYhhiCL.jpg,143150.0,2013
670,Cold Blooded,Amanda Carlson,9780316205221,14.0,309,NOVEL,tp,2013-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/51cVMf%2Bxf2L.jpg,108150.0,2013
671,Cold Blooded,Amanda Carlson,9780316206358,9.99,,NOVEL,ebook,2013-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/512ULwzjn3L.jpg,108150.0,2013
672,A Dance of Cloaks,David Dalglish,9780316242394,16.0,452,NOVEL,tp,2013-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/51mix4lhtZL.jpg,158200.0,2013
673,A Dance of Cloaks,David Dalglish,9780316242387,9.99,,NOVEL,ebook,2013-10-08,Orbit (US),http://ecx.images-amazon.com/images/I/51XBEzKwq8L.jpg,158200.0,2013
674,Rusted Veins,Jaye Wells,9780316371599,2.99,,CHAPBOOK,ebook,2013-10-28,Orbit (US),http://ecx.images-amazon.com/images/I/51Nf6X8VSBL.jpg,,2013
675,Parasite,Mira Grant,9780316218955,20.0,504,NOVEL,hc,2013-10-29,Orbit (US),http://ecx.images-amazon.com/images/I/51pxyHEfB5L.jpg,176400.0,2013
676,Parasite,Mira Grant,9780316218931,9.99,,NOVEL,ebook,2013-10-29,Orbit (US),http://ecx.images-amazon.com/images/I/51TpUHLBb1L.jpg,176400.0,2013
677,Parasite,Mira Grant,9780316218924,15.0,502,NOVEL,tp,2014-10-07,Orbit (US),http://ecx.images-amazon.com/images/I/51Hc1F4zAnL.jpg,176400.0,2014
678,Pushing Luck,Elliott James,9780316253475,1.99,,CHAPBOOK,ebook,2013-10-31,Orbit (US),http://ecx.images-amazon.com/images/I/51Q2vMYyX9L.jpg,,2013
679,A Dance of Blades,David Dalglish,9780316242493,16.0,387,NOVEL,tp,2013-11-05,Orbit (US),http://ecx.images-amazon.com/images/I/51eespwdItL.jpg,135450.0,2013
680,A Dance of Blades,David Dalglish,9780316242486,9.99,,NOVEL,ebook,2013-11-05,Orbit (US),http://ecx.images-amazon.com/images/I/51gC4TzBGuL.jpg,135450.0,2013
681,Fortune's Pawn,Rachel Bach,9780316221115,15.0,320,NOVEL,tp,2013-11-05,Orbit (US),http://ecx.images-amazon.com/images/I/511-if5aufL.jpg,112000.0,2013
682,Fortune's Pawn,Rachel Bach,9780316221092,9.99,,NOVEL,ebook,2013-11-05,Orbit (US),http://ecx.images-amazon.com/images/I/51P96S83XLL.jpg,112000.0,2013
683,Long Live the Queen,Kate Locke,9780316196147,17.0,311,NOVEL,hc,2013-11-12,Orbit (US),http://ecx.images-amazon.com/images/I/511tqKMCP6L.jpg,108850.0,2013
684,Long Live the Queen,Kate Locke,9780316235488,9.99,,NOVEL,ebook,2013-11-12,Orbit (US),http://ecx.images-amazon.com/images/I/51qjc40%2BrbL.jpg,108850.0,2013
685,Long Live the Queen,Kate Locke,9780316334709,9.99,290,NOVEL,tp,2017-03-28,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/51bFd2z45GL.jpg,108850.0,2017
686,Last to Rise,Francis Knight,9780316217743,15.0,346,NOVEL,tp,2013-11-26,Orbit (US),http://ecx.images-amazon.com/images/I/51MSgdiO3DL.jpg,121100.0,2013
687,Last to Rise,Francis Knight,9780316217736,9.99,,NOVEL,ebook,2013-11-26,Orbit (US),http://ecx.images-amazon.com/images/I/51EmosmWmEL.jpg,121100.0,2013
688,Dark Descent,Marlene Perez,9780316404129,16.0,288,NOVEL,tp,2013-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51f%2BjrndttL.jpg,100800.0,2013
689,Dark Descent,Marlene Perez,9780316233538,4.99,,NOVEL,ebook,2013-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51uFtoF3RnL.jpg,100800.0,2013
690,Malice,John Gwynne,9780316399739,16.0,628,NOVEL,tp,2013-12-03,Orbit (US),http://ecx.images-amazon.com/images/I/51uiGIXF5VL.jpg,219800.0,2013
691,Malice,John Gwynne,9780316399715,9.99,,NOVEL,ebook,2013-12-03,Orbit (US),http://ecx.images-amazon.com/images/I/510wfDyyKWL.jpg,219800.0,2013
692,A Dance of Mirrors,David Dalglish,9780316242455,16.0,378,NOVEL,tp,2013-12-03,Orbit (US),http://ecx.images-amazon.com/images/I/51GWlXfaIbL.jpg,132300.0,2013
693,A Dance of Mirrors,David Dalglish,9780316242479,9.99,,NOVEL,ebook,2013-12-03,Orbit (US),http://ecx.images-amazon.com/images/I/517DHsrnO9L.jpg,132300.0,2013
694,Cloak and Spider,David Dalglish,9780316404112,2.99,,CHAPBOOK,ebook,2013-12-03,Orbit (US),http://ecx.images-amazon.com/images/I/51--mcMhObL.jpg,,2013
695,Seven Sorcerers,John R. Fultz,9780316187855,17.0,423,NOVEL,tp,2013-12-10,Orbit (US),http://ecx.images-amazon.com/images/I/51Nq39o12YL.jpg,148050.0,2013
696,Seven Sorcerers,John R. Fultz,9780316235495,9.99,,NOVEL,ebook,2013-12-10,Orbit (US),http://ecx.images-amazon.com/images/I/51V%2B3pG2seL.jpg,148050.0,2013
697,When It's A Jar,Tom Holt,9780316226127,15.0,353,NOVEL,tp,2013-12-17,Orbit (US),http://ecx.images-amazon.com/images/I/51QKWhUQ5FL.jpg,123550.0,2013
698,When It's A Jar,Tom Holt,9780316226110,9.99,,NOVEL,ebook,2013-12-17,Orbit (US),http://ecx.images-amazon.com/images/I/51NLuoWOonL.jpg,123550.0,2013
699,"I, Soddit: The Autobiography",Adam Roberts,9780316334273,9.99,,NOVEL,ebook,2013-12-17,Orbit (US),http://ecx.images-amazon.com/images/I/51Y4IlpoOpL.jpg,,2013
700,Dirty Magic,Jaye Wells,9780316228435,10.0,407,NOVEL,tp,2014-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51jcV%2Bb93LL.jpg,142450.0,2014
701,Dirty Magic,Jaye Wells,9780316228442,8.99,,NOVEL,ebook,2014-01-21,Orbit (US),http://ecx.images-amazon.com/images/I/51JMxjFSbnL.jpg,142450.0,2014
702,The Remaining,D. J. Molles,9780316404136,2.99,,NOVEL,ebook,2014-01-07,Orbit (US),http://ecx.images-amazon.com/images/I/51WGDK%2BWDAL.jpg,131250.0,2014
703,The Remaining,D. J. Molles,9780316404150,5.0,375,NOVEL,tp,2014-05-27,Orbit (US),http://ecx.images-amazon.com/images/I/51WFJ09M9yL.jpg,131250.0,2014
704,The Remaining: Aftermath,D. J. Molles,9780316404181,3.99,,NOVEL,ebook,2014-01-07,Orbit (US),http://ecx.images-amazon.com/images/I/51RTLN835qL.jpg,154350.0,2014
705,The Remaining: Aftermath,D. J. Molles,9780316404174,10.0,441,NOVEL,tp,2014-06-24,Orbit (US),http://ecx.images-amazon.com/images/I/51QksvxfwwL.jpg,154350.0,2014
706,The Remaining: Refugees,D. J. Molles,9780316404211,3.99,,NOVEL,ebook,2014-01-07,Orbit (US),http://ecx.images-amazon.com/images/I/51AF%2BRCzn6L.jpg,175000.0,2014
707,The Remaining: Refugees,D. J. Molles,9780316404204,10.0,500,NOVEL,tp,2014-07-29,Orbit (US),http://ecx.images-amazon.com/images/I/51uRxHMbo0L.jpg,175000.0,2014
708,The Remaining: Fractured,D. J. Molles,9780316404235,3.99,,NOVEL,ebook,2014-01-07,Orbit (US),http://ecx.images-amazon.com/images/I/51EmQrpBrjL.jpg,247800.0,2014
709,The Remaining: Fractured,D. J. Molles,9780316404242,10.0,708,NOVEL,tp,2014-08-26,Orbit (US),http://ecx.images-amazon.com/images/I/51fRTPe%2BcVL.jpg,247800.0,2014
710,The Girl with All the Gifts,M. R. Carey,9780316291804,0.0,,CHAPBOOK,ebook,2014-01-07,Orbit (US),http://ecx.images-amazon.com/images/I/41WGGJCOsUL.jpg,142450.0,2014
711,The Girl with All the Gifts,M. R. Carey,9780316278157,25.0,407,NOVEL,hc,2014-06-10,Orbit (US),http://ecx.images-amazon.com/images/I/41jVpuojgOL.jpg,142450.0,2014
712,The Girl with All the Gifts,M. R. Carey,9780316278140,12.99,,NOVEL,ebook,2014-06-10,Orbit (US),http://ecx.images-amazon.com/images/I/41Ct2CcOhDL.jpg,142450.0,2014
713,The Girl with All the Gifts,M. R. Carey,9780316334754,15.0,435,NOVEL,tp,2015-04-28,Orbit (US),http://www.isfdb.org/wiki/images/1/1e/THGRLWTHLL2015.jpg,142450.0,2015
714,Surreal Estate,Elliott James,9780316242585,1.99,,CHAPBOOK,ebook,2014-01-14,Orbit (US),http://ecx.images-amazon.com/images/I/61ZLP5OrkJL.jpg,,2014
715,Arcanum,Simon Morden,9780316220101,17.0,735,NOVEL,tp,2014-01-28,Orbit (US),http://ecx.images-amazon.com/images/I/512LgDFQGJL.jpg,257250.0,2014
716,Arcanum,Simon Morden,9780316220095,9.99,,NOVEL,ebook,2014-01-28,Orbit (US),http://ecx.images-amazon.com/images/I/51%2BBHDrCOFL.jpg,257250.0,2014
717,Dog-Gone,Elliott James,9780316371643,1.99,,CHAPBOOK,ebook,2014-02-18,Orbit (US),http://ecx.images-amazon.com/images/I/51f30QYGglL.jpg,,2014
718,Honor's Knight,Rachel Bach,9780316221085,15.0,358,NOVEL,tp,2014-02-25,Orbit (US),http://ecx.images-amazon.com/images/I/51A72-IrOUL.jpg,125300.0,2014
719,Honor's Knight,Rachel Bach,9780316221078,9.99,,NOVEL,ebook,2014-02-25,Orbit (US),http://ecx.images-amazon.com/images/I/51%2B-tmMQXiL.jpg,125300.0,2014
720,Ghost Train to New Orleans,Mur Lafferty,9780316221146,15.0,320,NOVEL,tp,2014-03-04,Orbit (US),http://ecx.images-amazon.com/images/I/513KcImMK5L.jpg,112000.0,2014
721,Ghost Train to New Orleans,Mur Lafferty,9780316221153,9.99,,NOVEL,ebook,2014-03-04,Orbit (US),http://ecx.images-amazon.com/images/I/5121QWyta5L.jpg,112000.0,2014
722,The Fell Sword,Miles Cameron,9780316212335,17.0,603,NOVEL,tp,2014-03-11,Orbit (US),http://ecx.images-amazon.com/images/I/51lGsaF1mpL.jpg,211050.0,2014
723,The Fell Sword,Miles Cameron,9780316212342,9.99,,NOVEL,ebook,2014-03-11,Orbit (US),http://ecx.images-amazon.com/images/I/51lt3nzwHmL.jpg,211050.0,2014
724,The Lascar's Dagger,Glenda Larke,9780316399661,15.0,464,NOVEL,tp,2014-03-18,Orbit (US),http://ecx.images-amazon.com/images/I/51bKTtIf76L.jpg,162400.0,2014
725,The Lascar's Dagger,Glenda Larke,9780316399647,9.99,,NOVEL,ebook,2014-03-18,Orbit (US),http://ecx.images-amazon.com/images/I/51vTYEO154L.jpg,162400.0,2014
726,Truth and Fear,Peter Higgins,9780316219723,26.0,362,NOVEL,hc,2014-03-25,Orbit (US),http://ecx.images-amazon.com/images/I/51BlmC0tjRL.jpg,126700.0,2014
727,Truth and Fear,Peter Higgins,9780316219730,12.99,,NOVEL,ebook,2014-03-25,Orbit (US),http://ecx.images-amazon.com/images/I/51YrbgVb5jL.jpg,126700.0,2014
728,Truth and Fear,Peter Higgins,9780316219716,16.0,361,NOVEL,tp,2015-03-24,Orbit (US),http://ecx.images-amazon.com/images/I/51r2c-SJtUL.jpg,126700.0,2015
729,Trust,D. J. Molles,9780316404303,2.99,,CHAPBOOK,ebook,2014-03-25,Orbit (US),http://ecx.images-amazon.com/images/I/51X1QSHBq-L.jpg,,2014
730,Reign of Ash,Gail Z. Martin,9780316093637,16.0,619,NOVEL,tp,2014-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51R5c02H5%2BL.jpg,216650.0,2014
731,Reign of Ash,Gail Z. Martin,9780316284196,9.99,,NOVEL,ebook,2014-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51L4GNoG6WL.jpg,216650.0,2014
732,Heaven's Queen,Rachel Bach,9780316221122,15.0,373,NOVEL,tp,2014-04-22,Orbit (US),http://ecx.images-amazon.com/images/I/51MHALbmelL.jpg,130550.0,2014
733,Heaven's Queen,Rachel Bach,9780316221139,9.99,,NOVEL,ebook,2014-04-22,Orbit (US),http://ecx.images-amazon.com/images/I/51mdVP4bcUL.jpg,130550.0,2014
734,The Churn,James S. A. Corey,9780316217668,2.99,,CHAPBOOK,ebook,2014-04-29,Orbit (US),http://ecx.images-amazon.com/images/I/41yA2e20xaL.jpg,,2014
735,The Crimson Campaign,Brian McClellan,9780316219082,26.0,593,NOVEL,hc,2014-05-06,Orbit (US),http://ecx.images-amazon.com/images/I/51i%2B%2BsKxXyL.jpg,207550.0,2014
736,The Crimson Campaign,Brian McClellan,9780316219099,12.99,,NOVEL,ebook,2014-05-06,Orbit (US),http://ecx.images-amazon.com/images/I/51dN6fMjKPL.jpg,207550.0,2014
737,The Crimson Campaign,Brian McClellan,9780316219075,17.0,593,NOVEL,tp,2015-01-20,Orbit (US),http://ecx.images-amazon.com/images/I/51csJ-kHrTL.jpg,207550.0,2015
738,The Oversight,Charlie Fletcher,9780316279512,15.0,434,NOVEL,tp,2014-05-06,Orbit (US),http://ecx.images-amazon.com/images/I/51qoHr%2BeQFL.jpg,151900.0,2014
739,The Oversight,Charlie Fletcher,9780316279499,9.99,,NOVEL,ebook,2014-05-06,Orbit (US),http://ecx.images-amazon.com/images/I/51kgDvwwBTL.jpg,151900.0,2014
740,Defenders,Will McIntosh,9780316217767,16.0,479,NOVEL,tp,2014-05-13,Orbit (US),http://ecx.images-amazon.com/images/I/51qLLBwKtKL.jpg,167650.0,2014
741,Defenders,Will McIntosh,9780316217750,9.99,,NOVEL,ebook,2014-05-13,Orbit (US),http://ecx.images-amazon.com/images/I/51N%2BbIYL2tL.jpg,167650.0,2014
742,House of the Rising Sun,Kristen Painter,9780316278270,14.0,403,NOVEL,tp,2014-05-13,Orbit (US),http://ecx.images-amazon.com/images/I/51dJP6P%2BaiL.jpg,141050.0,2014
743,House of the Rising Sun,Kristen Painter,9780316278287,9.99,,NOVEL,ebook,2014-05-13,Orbit (US),http://ecx.images-amazon.com/images/I/513OtiAAnDL.jpg,141050.0,2014
744,A Dance of Shadows,David Dalglish,9780316242448,16.0,441,NOVEL,tp,2014-05-20,Orbit (US),http://ecx.images-amazon.com/images/I/5152uQcadCL.jpg,154350.0,2014
745,A Dance of Shadows,David Dalglish,9780316242424,9.99,,NOVEL,ebook,2014-05-20,Orbit (US),http://ecx.images-amazon.com/images/I/51OEnEh3l-L.jpg,154350.0,2014
746,Thief's Magic,Trudi Canavan,9780316209274,20.0,553,NOVEL,hc,2014-05-20,Orbit (US),http://ecx.images-amazon.com/images/I/51alb16rdVL.jpg,193550.0,2014
747,Thief's Magic,Trudi Canavan,9780316324984,9.99,,NOVEL,ebook,2014-05-20,Orbit (US),http://ecx.images-amazon.com/images/I/51ZMlUMafHL.jpg,193550.0,2014
748,Thief's Magic,Trudi Canavan,9780316209250,16.0,553,NOVEL,tp,2015-05-05,Orbit (US),http://ecx.images-amazon.com/images/I/51VXOfTBOoL.jpg,193550.0,2015
749,Faith,D. J. Molles,9780316404310,2.99,,CHAPBOOK,ebook,2014-05-27,Orbit (US),http://ecx.images-amazon.com/images/I/51HqIpuk4KL.jpg,,2014
750,Justice,Ian Irvine,9780316072878,17.0,584,NOVEL,tp,2014-06-03,Orbit (US),http://ecx.images-amazon.com/images/I/51hXpQFQ5NL.jpg,204400.0,2014
751,Justice,Ian Irvine,9780316235433,9.99,,NOVEL,ebook,2014-06-03,Orbit (US),http://ecx.images-amazon.com/images/I/51v8azkURtL.jpg,204400.0,2014
752,Cibola Burn,James S. A. Corey,9780316217620,27.0,581,NOVEL,hc,2014-06-17,Orbit (US),http://www.isfdb.org/wiki/images/9/98/CBLBRNTHXP2014.jpg,203350.0,2014
753,Cibola Burn,James S. A. Corey,9780316217606,14.99,,NOVEL,ebook,2014-06-17,Orbit (US),http://ecx.images-amazon.com/images/I/51NAkVYsdCL.jpg,203350.0,2014
754,Cibola Burn,James S. A. Corey,9780316334686,17.0,581,NOVEL,tp,2015-05-05,Orbit (US),http://ecx.images-amazon.com/images/I/5195onnrIlL.jpg,203350.0,2015
755,Chimaera,Ian Irvine,9780316333054,5.99,,NOVEL,ebook,2014-06-17,Orbit (US),http://ecx.images-amazon.com/images/I/51gf3pa-7UL.jpg,,2014
756,The Destiny of the Dead,Ian Irvine,9780316333115,5.99,,NOVEL,ebook,2014-06-17,Orbit (US),http://ecx.images-amazon.com/images/I/515aI7DoUAL.jpg,,2014
757,The Fate of the Fallen,Ian Irvine,9780316333061,2.99,,NOVEL,ebook,2014-06-17,Orbit (US),http://ecx.images-amazon.com/images/I/41lg%2BnrTW8L.jpg,,2014
758,Baptism of Fire,Andrzej Sapkowski,9780316219181,16.0,343,NOVEL,tp,2014-06-24,Orbit (US),http://ecx.images-amazon.com/images/I/51A%2BgYUk3AL.jpg,120050.0,2014
759,Baptism of Fire,Andrzej Sapkowski,9780316219167,9.99,,NOVEL,ebook,2014-06-24,Orbit (US),http://ecx.images-amazon.com/images/I/51Q9YAh23cL.jpg,120050.0,2014
760,The Outsorcerer's Apprentice,Tom Holt,9780316368797,14.0,359,NOVEL,tp,2014-07-15,Orbit (US),http://ecx.images-amazon.com/images/I/51eleHk1liL.jpg,125650.0,2014
761,The Day the Dead Came to Show and Tell,Mira Grant,9780316380980,2.99,,CHAPBOOK,ebook,2014-07-15,Orbit (US),http://ecx.images-amazon.com/images/I/510nGu5HQhL.jpg,,2014
762,Valor,John Gwynne,9780316399746,17.0,648,NOVEL,tp,2014-07-22,Orbit (US),http://ecx.images-amazon.com/images/I/51DXRVAPliL.jpg,226800.0,2014
763,Kuroyukihime's Return,Reki Kawahara,9780316376730,13.0,224,NOVEL,tp,2014-07-22,Orbit (US),http://ecx.images-amazon.com/images/I/51yPhX%2BfduL.jpg,78400.0,2014
764,The Widow's House,Daniel Abraham,9780316203982,17.0,[10]+530,NOVEL,tp,2014-08-05,Orbit (US),http://www.isfdb.org/wiki/images/b/b6/THWDWSHSTH2014.jpg,185500.0,2014
765,Cursed Moon,Jaye Wells,9780316228466,15.0,370,NOVEL,tp,2014-08-12,Orbit (US),http://ecx.images-amazon.com/images/I/51xIUs9QdGL.jpg,129500.0,2014
766,Fortune's Favors,Marlene Perez,9780316334693,19.99,288,NOVEL,tp,2014-08-12,Orbit (US),http://ecx.images-amazon.com/images/I/51yQsQtJyqL.jpg,100800.0,2014
767,The Ripper Affair,Lilith Saintcrow,9780316183727,15.0,386,NOVEL,tp,2014-08-19,Orbit (US),http://ecx.images-amazon.com/images/I/51ct-pYviOL.jpg,135100.0,2014
768,The Broken Eye,Brent Weeks,9780316079921,28.0,795,NOVEL,hc,2014-08-26,Orbit (US),http://ecx.images-amazon.com/images/I/510ZS5wNN9L.jpg,278250.0,2014
769,The Broken Eye,Brent Weeks,9780316058964,16.99,813,NOVEL,tp,2015-08-18,Orbit (US),http://ecx.images-amazon.com/images/I/51G0U1XGKbL.jpg,278250.0,2015
770,Age of Iron,Angus Watson,9780316399784,16.0,523,NOVEL,tp,2014-09-02,Orbit (US),http://ecx.images-amazon.com/images/I/512C3XyJ2QL.jpg,183050.0,2014
771,Age of Iron,Angus Watson,9780316399777,9.99,,NOVEL,ebook,2014-09-02,Orbit (US),http://ecx.images-amazon.com/images/I/510Ow5gesUL.jpg,183050.0,2014
772,The Falcon Throne,Karen Miller,9780316120081,20.0,674,NOVEL,hc,2014-09-09,Orbit (US),http://ecx.images-amazon.com/images/I/51WvH3qacsL.jpg,235900.0,2014
